Title,Issue,Journal,Abstract,Link,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,Author18,Author19,Author20,JEL1,JEL2,JEL3,JEL4,JEL5,JEL6,JEL7,JEL8,JEL9,JEL10,JEL11,JEL12,JEL13,JEL14,JEL15,JEL16,JEL17,JEL18,JEL19,JEL20
The Paper Trail of Knowledge Spillovers: Evidence from Patent Interferences,"VOL. 12, NO. 2, APRIL 2020",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We show evidence of localized knowledge spillovers using a new database of US patent interferences terminated between 1998 and 2014. Interferences resulted when two or more independent parties submitted identical claims of invention nearly simultaneously. Following the idea that inventors of identical inventions share common knowledge inputs, interferences provide a new method for measuring knowledge spillovers. Interfering inventors are 1.4 to 4.0 times more likely to live in the same local area than matched control pairs of inventors. They are also more geographically concentrated than citation-linked inventors. Our results emphasize geographic distance as a barrier to tacit knowledge flows.",https://www.aeaweb.org/articles?id=10.1257/app.20180017,Ina Ganguli,Jeffrey Lin,Nicholas Reynolds,,,,,,,,,,,,,,,,,,D83,O31,O33,O34,,,,,,,,,,,,,,,,
Energy Cost Pass-Through in US Manufacturing: Estimates and Implications for Carbon Taxes,"VOL. 12, NO. 2, APRIL 2020",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We study how changes in energy input costs for US manufacturers affect the relative welfare of manufacturing producers and consumers (i.e., incidence). We also develop a methodology to estimate the incidence of input taxes that accounts for incomplete pass-through, imperfect competition, and substitution among inputs. For the several industries we study, 70 percent of energy price-driven changes in input costs get passed through to consumers in the short to medium run. The share of the welfare cost that consumers bear is 25–75 percent smaller (and the share producers bear is larger) than models featuring complete pass-through and perfect competition would suggest.",https://www.aeaweb.org/articles?id=10.1257/app.20180474,Sharat Ganapati,Joseph S. Shapiro,Reed Walker,,,,,,,,,,,,,,,,,,H22,H23,L60,Q48,Q54,Q58,,,,,,,,,,,,,,
Estimating Adjustment Frictions Using Nonlinear Budget Sets: Method and Evidence from the Earnings Test,"VOL. 12, NO. 1, JANUARY 2020",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We introduce a method for estimating the cost of adjusting earnings, as well as the earnings elasticity with respect to the net-of-tax share. Our method uses information on bunching in the earnings distribution at convex budget set kinks before and after policy-induced changes in the magnitude of the kinks: the larger is the adjustment cost, the smaller is the absolute change in bunching from before to after the policy change. In the context of the Social Security Earnings Test, our results demonstrate that the short-run impact of changes in the effective marginal tax rate can be substantially attenuated.",https://www.aeaweb.org/articles?id=10.1257/app.20170717,Alexander M. Gelber,Damon Jones,Daniel W. Sacks,,,,,,,,,,,,,,,,,,H24,H31,H55,J22,J31,,,,,,,,,,,,,,,
"Early Voting Laws, Voter Turnout, and Partisan Vote Composition: Evidence from Ohio","VOL. 12, NO. 1, JANUARY 2020",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We estimate effects of early voting on voter turnout using a 2010 homogenization law from Ohio that forced some counties to expand and others to contract early voting. Using voter registration data, we compare individuals who live within the same 2x2 mile squareblock but in different counties. We find substantial positive impacts of early voting on turnout equal to 0.22 percentage points of additional turnout per additional early voting day. We also find greater impacts on women, Democrats, independents, and those of child-bearing and working age. We simulate impacts of national early day laws on recent election outcomes.",https://www.aeaweb.org/articles?id=10.1257/app.20180192,Ethan Kaplan,Haishan Yuan,,,,,,,,,,,,,,,,,,,D72,K16,,,,,,,,,,,,,,,,,,
A Precinct Too Far: Turnout and Voting Costs,"VOL. 12, NO. 1, JANUARY 2020",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"I study the effects of voting costs—specifically, distance to polling location—using geographic discontinuities. Opposite sides of boundaries between voting precincts are observationally identical, except for their assigned polling locations. This discontinuous assignment produces sharp changes in voters' travel distance to cast their ballots. In nine municipalities in Massachusetts and Minnesota, a 1 standard deviation (0.245 mile) increase in distance reduces ballots cast by 2 to 5 percent across four elections. During non-presidential elections, effects are three times larger in high-minority areas than in low-minority areas. Finally, I simulate the impact of various counterfactual assignments of voters to polling places.",https://www.aeaweb.org/articles?id=10.1257/app.20180306,Enrico Cantoni,,,,,,,,,,,,,,,,,,,,D72,J15,R41,,,,,,,,,,,,,,,,,
The Long-Run Dynamics of Electricity Demand: Evidence from Municipal Aggregation,"VOL. 12, NO. 1, JANUARY 2020",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We study the dynamics of residential electricity demand by exploiting a natural experiment that produced large and long-lasting price changes in over 250 Illinois communities. Using a flexible difference-in-difference matching approach, we estimate that the price elasticity of demand grows from −0.09 in the first six months to −0.27 two years later. We find similar results with a dynamic model in which usage is a function of past and future prices. Our findings highlight the importance of accounting for consumption dynamics when evaluating energy policy.",https://www.aeaweb.org/articles?id=10.1257/app.20180256,Tatyana Deryugina,Alexander MacKay,Julian Reif,,,,,,,,,,,,,,,,,,L94,L98,Q41,Q48,,,,,,,,,,,,,,,,
Do Energy Efficiency Investments Deliver at the Right Time?,"VOL. 12, NO. 1, JANUARY 2020",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"Most analyses of energy efficiency investments ignore that the value of electricity varies widely across hours. We show how much timing matters. Using novel hourly consumption data from an air conditioner rebate program in California, we find that energy savings are concentrated in high-value hours. This significantly increases the value of these investments, especially after we account for the large capacity payments that electricity generators receive to guarantee supply in peak hours. We then use engineering predictions to calculate timing premiums for a wide range of energy efficiency investments, finding substantial variation in economic value across investments.",https://www.aeaweb.org/articles?id=10.1257/app.20170505,Judson Boomhower,Lucas Davis,,,,,,,,,,,,,,,,,,,L94,L98,Q41,Q48,,,,,,,,,,,,,,,,
"Crafting Intellectual Property Rights: Implications for Patent Assertion Entities, Litigation, and Innovation","VOL. 12, NO. 1, JANUARY 2020",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We show that examiner-driven variation in patent rights leads to quantitatively large impacts on several patent outcomes, including patent value, citations, and litigation. Notably, Patent Assertion Entities (PAEs) overwhelmingly purchase patents granted by ""lenient"" examiners. These examiners issue patents that are more likely to be litigated by both PAEs and conventional companies, and that also have higher invalidity rates. PAEs leverage a specific friction in the patent system that stems from lenient examiners and affects litigation more broadly. These patterns indicate that there is much at stake during patent examination, contradicting the influential ""rational ignorance"" view of the patent office.",https://www.aeaweb.org/articles?id=10.1257/app.20180361,Josh Feng,Xavier Jaravel,,,,,,,,,,,,,,,,,,,K11,K41,O31,O34,O38,,,,,,,,,,,,,,,
Un-Fortunate Sons: Effects of the Vietnam Draft Lottery on the Next Generation's Labor Market,"VOL. 12, NO. 1, JANUARY 2020",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We examine whether the considerable shock generated by the Vietnam draft lottery affected the next generation's labor market. Using the universe of US federal tax returns, we link fathers from draft cohorts to their sons' adult outcomes and find that sons of fathers randomly called by the draft have lower earnings and are more likely to volunteer for military service. Our results demonstrate that malleable aspects of a parent's life course can influence children's labor market outcomes and provide sound evidence that policies that only directly alter the circumstances of one generation can have important long-run effects on the next.",https://www.aeaweb.org/articles?id=10.1257/app.20170482,Sarena Goodman,Adam Isen,,,,,,,,,,,,,,,,,,,J22,J31,J45,,,,,,,,,,,,,,,,,
Women's Empowerment in Action: Evidence from a Randomized Control Trial in Africa,"VOL. 12, NO. 1, JANUARY 2020",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We evaluate a multifaceted policy intervention attempting to jump-start adolescent women's empowerment in Uganda by simultaneously providing them vocational training and information on sex, reproduction, and marriage. We find that four years postintervention, adolescent girls in treated communities are more likely to be self-employed. Teen pregnancy, early entry into marriage/cohabitation, and the share of girls reporting sex against their will fall sharply. The results highlight the potential of a multifaceted program that provides skills transfers as a viable and cost-effective policy intervention to improve the economic and social empowerment of adolescent girls over a four-year horizon.",https://www.aeaweb.org/articles?id=10.1257/app.20170416,Oriana Bandiera,Niklas Buehren,Robin Burgess,Markus Goldstein,Selim Gulesci,Imran Rasul,Munshi Sulaiman,,,,,,,,,,,,,,I25,J12,J13,J16,J23,J24,O15,,,,,,,,,,,,,
All the Single Ladies: Job Promotions and the Durability of Marriage,"VOL. 12, NO. 1, JANUARY 2020",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We study how promotions to top jobs affect the probability of divorce. We compare the relationship trajectories of winning and losing candidates for mayor and parliamentarian and find that a promotion to one of these jobs doubles the baseline probability of divorce for women, but not for men. We also find a widening gender gap in divorce rates for men and women after being promoted to CEO. An analysis of possible mechanisms shows that divorces are concentrated in more gender-traditional couples, while women in more gender-equal couples are unaffected.",https://www.aeaweb.org/articles?id=10.1257/app.20180435,Olle Folke,Johanna Rickne,,,,,,,,,,,,,,,,,,,J12,J16,M12,M51,,,,,,,,,,,,,,,,
Race to the Bottom? Local Tax Break Competition and Business Location,"VOL. 12, NO. 1, JANUARY 2020",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"I analyze how competition between localities affects tax breaks and business location decisions. I first use a geographic instrument to show that spatial competition substantially increases firm-specific property tax breaks. I then use this pattern to estimate a model of localities competing for mobile firms by offering tax exemptions. Incounterfactual exercises, restricting which levels of government can offer tax breaks has little effect on equilibrium business locations but lowers total exemptions by 30 percent. This suggests that local tax break competition primarily reduces taxes for mobile firms and is unlikely to substantially affect the efficiency of business location.",https://www.aeaweb.org/articles?id=10.1257/app.20170511,Evan Mast,,,,,,,,,,,,,,,,,,,,H25,H71,H73,R32,,,,,,,,,,,,,,,,
Tipping and the Effects of Segregation,"VOL. 12, NO. 1, JANUARY 2020",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We analyze how neighborhood ethnic population composition affects the short- and long-run education and labor market outcomes of natives and immigrants. To overcome the problem of nonrandom sorting across neighborhoods, we borrow theoretical insights from the tipping point literature and exploit estimated tipping thresholds as instruments for changes in ethnic population composition. Our results provide little evidence in support of the idea that living in a neighborhood with a higher immigrant share leads to worse outcomes.",https://www.aeaweb.org/articles?id=10.1257/app.20170579,Anders Böhlmark,Alexander Willén,,,,,,,,,,,,,,,,,,,I20,J15,J24,R23,,,,,,,,,,,,,,,,
Educational Investment Responses to Economic Opportunity: Evidence from Indian Road Construction,"VOL. 12, NO. 1, JANUARY 2020",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"The rural poor in developing countries, once economically isolated, are increasingly being connected to outside markets. Whether these new connections crowd out or encourage educational investment is a central question. We examine the effects on educational choices of 115,000 new roads built under India's flagship road construction program. We find that children stay in school longer and perform better on standardized exams. Heterogeneity in treatment effects supports a standard human capital investment model: enrollment increases most when nearby labor markets offer high returns to educationand least when they imply high opportunity costs of schooling.",https://www.aeaweb.org/articles?id=10.1257/app.20180036,Anjali Adukia,Sam Asher,Paul Novosad,,,,,,,,,,,,,,,,,,I25,I26,J24,O15,O18,R42,,,,,,,,,,,,,,
Trade and Income—Exploiting Time Series in Geography,"VOL. 11, NO. 4, OCTOBER 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"Establishing a robust causal relationship between trade and income has been difficult. Frankel and Romer (1999) uses a geographic instrument to identify a positive effect of trade on income. Rodriguez and Rodrik (2001) shows that these results are not robust to controlling for omitted variables such as distance to the equator or institutions. This paper solves the omitted variable problem by generating a time-varying geographic instrument. Improvements in aircraft technology have caused the quantity of world trade carried by air to increase over time. Country pairs with relatively short air routes compared to sea routes benefit more from this change in technology. This heterogeneity can be used to generate a geography-based instrument for trade that varies over time. The time-series variation allows for controls for country fixed effects, eliminating the bias from time-invariant variables such as distance from the equator or historically determined institutions. Trade has a significant effect on income with an elasticity of roughly one-half. Differences in predicted trade growth can explain roughly 17 percent of the variation in cross-country income growth between 1960 and 1995.",https://www.aeaweb.org/articles?id=10.1257/app.20170616,James Feyrer,,,,,,,,,,,,,,,,,,,,F14,F43,L93,,,,,,,,,,,,,,,,,
There Is No Free House: Ethnic Patronage in a Kenyan Slum,"VOL. 11, NO. 4, OCTOBER 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"Using unique data from one of Africa's largest informal settlements, the Kibera slum in Nairobi, we provide evidence of ethnic patronage in the determination of rental prices and investments. Slum residents pay higher rents and live in lower quality housing (measured via satellite pictures) when the landlord and the locality chief belong to the same ethnicity. Conversely, rental prices are lower, and investments higher when residents and chiefs are co-ethnics. Our identification relies on the exogenous appointment of chiefs and is supported by several tests, including a regression discontinuity design.",https://www.aeaweb.org/articles?id=10.1257/app.20160484,Benjamin Marx,Thomas M. Stoker,Tavneet Suri,,,,,,,,,,,,,,,,,,J15,O15,O17,O18,R21,R31,,,,,,,,,,,,,,
Regulating Markups in US Health Insurance,"VOL. 11, NO. 4, OCTOBER 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"A health insurer's Medical Loss Ratio (MLR) is the share of premiums spent on medical claims, or the inverse markup over average claims cost. The Affordable Care Act introduced minimum MLR provisions for all health insurance sold in fully insured commercial markets, thereby capping insurer profit margins, but not levels. While intended to reduce premiums, we show this rule creates incentives to increase costs. Using variation created by the rule's introduction as a natural experiment, we find medical claims rose nearly one-for-one with distance below the regulatory threshold: 7 percent in the individual market and 2 percent in the group market. Premiums were unaffected.",https://www.aeaweb.org/articles?id=10.1257/app.20180011,Steve Cicala,Ethan M. J. Lieber,Victoria Marone,,,,,,,,,,,,,,,,,,G22,H51,I13,I18,,,,,,,,,,,,,,,,
The Local Economic and Welfare Consequences of Hydraulic Fracturing,"VOL. 11, NO. 4, OCTOBER 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"Exploiting geological variation and timing in the initiation of hydraulic fracturing, we find that fracking leads to sharp increases in oil and gas recovery and improvements in a wide set of economic indicators. There is also evidence of deterioration in local amenities, which may include increases in crime, noise, and traffic and declines in health. Using a Rosen-Roback-style spatial equilibrium model to infer the net welfare impacts, we estimate that willingness-to-pay (WTP) for allowing fracking equals about $2,500 per household annually (4.9 percent of household income), although WTP is heterogeneous, ranging from more than $10,000 to roughly 0 across 10 shale regions.",https://www.aeaweb.org/articles?id=10.1257/app.20170487,Alexander W. Bartik,Janet Currie,Michael Greenstone,Christopher R. Knittel,,,,,,,,,,,,,,,,,D12,K42,L71,Q35,Q51,Q53,R41,,,,,,,,,,,,,
Peer Effects in Legislative Voting,"VOL. 11, NO. 4, OCTOBER 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We exploit seating rules in the European Parliament to identify peer effects in legislative voting. Sitting adjacently leads to a 7 percent reduction in the overall likelihood that two members of the European Parliament (MEPs) from the same party differ in their vote. Peer effects are markedly stronger among pairs of women, MEP pairs from the same country, and in close votes. Using variation in seating across the parliament's two venues (Brussels and Strasbourg), we show that peer effects are persistent: MEPs who have sat together in the past disagree less even when they are not seated adjacently.",https://www.aeaweb.org/articles?id=10.1257/app.20180286,Nikolaj Harmon,Raymond Fisman,Emir Kamenica,,,,,,,,,,,,,,,,,,D72,Z13,,,,,,,,,,,,,,,,,,
Children and Gender Inequality: Evidence from Denmark,"VOL. 11, NO. 4, OCTOBER 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"Using Danish administrative data, we study the impacts of children on gender inequality in the labor market. The arrival of children creates a long-run gender gap in earnings of around 20 percent driven by hours worked, participation, and wage rates. We identify mechanisms driving these ""child penalties"" in terms of occupation, sector, and firm choices. We find that the fraction of gender inequality caused by child penalties has featured a dramatic increase over the last three to four decades. Finally, we show that child penalties are transmitted through generations, from parents to daughters, suggesting an influence of childhood environment on gender identity.",https://www.aeaweb.org/articles?id=10.1257/app.20180010,Henrik Kleven,Camille Landais,Jakob Egholt Søgaard,,,,,,,,,,,,,,,,,,D63,J13,J16,J22,J31,J71,,,,,,,,,,,,,,
Allocating Scarce Organs: How a Change in Supply Affects Transplant Waiting Lists and Transplant Recipients,"VOL. 11, NO. 4, OCTOBER 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"Vast organ shortages motivated recent efforts to increase the supply of transplantable organs, but we know little about the demand side of the market. We test the implications of a model of organ demand using the universe of US transplant data from 1987 to 2013. Exploiting variation in supply induced by state-level motorcycle helmet laws, we demonstrate that each organ that becomes available from a deceased donor in a particular region induces five transplant candidates to join that region's transplant wait list, while crowding out living-donor transplants. Even with the corresponding demand increase, positive supply shocks increase post-transplant survival rates.",https://www.aeaweb.org/articles?id=10.1257/app.20170476,Stacy Dickert-Conlin,Todd Elder,Keith Teltser,,,,,,,,,,,,,,,,,,D47,I11,I18,,,,,,,,,,,,,,,,,
Leader Selection and Service Delivery in Community Groups: Experimental Evidence from Uganda,"VOL. 11, NO. 4, OCTOBER 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"In developing countries, NGOs and governments often rely on local groups for the delivery of financial and public services. This paper studies how the design of rules used for group leader selection affects leader identity and shapes service delivery. To do so, we randomly assign newly formed savings and loan groups to select their leaders using either a public discussion procedure or a private vote procedure. Leaders selected with a private vote are found to be less positively selected on socioeconomic characteristics. This results in groups that are more inclusive toward poor members, without being less economically efficient.",https://www.aeaweb.org/articles?id=10.1257/app.20180248,Erika Deserranno,Miri Stryjan,Munshi Sulaiman,,,,,,,,,,,,,,,,,,D72,O16,O17,O22,Z13,,,,,,,,,,,,,,,
Minimum Wages and the Distribution of Family Incomes,"VOL. 11, NO. 4, OCTOBER 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"There is robust evidence that higher minimum wages increase family incomes at the bottom of the distribution. The long-run (3 or more years) minimum wage elasticity of the non-elderly poverty rate with respect to the minimum wage ranges between −0.220 and −0.459 across alternative specifications. The long-run minimum wage elasticities for the tenth and fifteenth unconditional quantiles of family income range between 0.152 and 0.430 depending on specification. A reduction in public assistance partly offsets these income gains, which are on average 66 percent as large when using an expanded income definition including tax credits and noncash transfers.",https://www.aeaweb.org/articles?id=10.1257/app.20170085,Arindrajit Dube,,,,,,,,,,,,,,,,,,,,D31,I32,I38,J31,J38,,,,,,,,,,,,,,,
Does Cheap Talk Affect Market Outcomes? Evidence from eBay,"VOL. 11, NO. 4, OCTOBER 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We study cheap talk by firms and responses by their consumers, focusing on unverifiable promises of charitable donations on eBay during 2005–2006. Cheap talk listings have lower sales probabilities but sell at higher prices when successful. The negative relationship between cheap talk and sales is concentrated in the months following Hurricane Katrina, a time when verifiable and unverifiable charity listings increased dramatically. Finally, we show that cheap talk sellers have lower quality ratings than those making verifiable donations. Our results suggest that buyers (justifiably) avoid cheap talk listings when credible quality signals are available, thus limiting the extent of cheap talk.",https://www.aeaweb.org/articles?id=10.1257/app.20170086,Daniel W. Elfenbein,Raymond Fisman,Brian McManus,,,,,,,,,,,,,,,,,,D12,D82,D83,L15,L31,M31,,,,,,,,,,,,,,
High Trade Costs and Their Consequences: An Estimated Dynamic Model of African Agricultural Storage and Trade,"VOL. 11, NO. 4, OCTOBER 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"Using a new intranational dataset of monthly grain prices and production and a new approach to identify cost parameters, I estimate and solve a dynamic model of agricultural storage and trade covering all 42 countries of continental sub-Saharan Africa. I find median trade costs over five times higher than elsewhere in the world. The potential welfare gains from reducing these costs are substantial, are driven by lower food prices, and can be achieved efficiently by investing in well-targeted trade corridors. A static annual model underestimates trade costs and welfare effects by failing to identify when trade occurs.",https://www.aeaweb.org/articles?id=10.1257/app.20170442,Obie Porteous,,,,,,,,,,,,,,,,,,,,F14,O13,O19,Q11,Q13,Q17,,,,,,,,,,,,,,
Pass-Through as a Test for Market Power: An Application to Solar Subsidies,"VOL. 11, NO. 4, OCTOBER 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We formalize pass-through over-shifting as a simple yet underutilized test for market power. We apply this test in the market for solar energy. Specifically, we estimate the pass-through of solar subsidies to solar system prices using rich micro-level transaction and subsidy data from California. Buyers of solar systems capture nearly the full subsidy, while there is more-than-complete pass-through to lessees. We conclude that solar markets are imperfectly competitive by ruling out alternative explanations for over-shifting and reinforce this conclusion with a test of solar demand curvature. This procedure can serve to detect market power beyond the solar market.",https://www.aeaweb.org/articles?id=10.1257/app.20170611,Jacquelyn Pless,Arthur A. van Benthem,,,,,,,,,,,,,,,,,,,H23,H76,L13,L63,Q42,Q48,,,,,,,,,,,,,,
Do 40-Year-Old Facts Still Matter? Long-Run Effects of Federal Oversight under the Voting Rights Act,"VOL. 11, NO. 3, JULY 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"In 2013, the Supreme Court struck down parts of the Voting Rights Act that mandated federal oversight of election laws in discriminatory jurisdictions, prompting a spate of controversial new voting rules. Utilizing difference-in-differences to examine the act's 1975 revision, I provide the first estimates of the effects of ""preclearance"" oversight. I find that preclearance increased long-run voter turnout by 4-8 percentage points, due to lasting gains in minority participation. Surprisingly, Democratic support dropped sharply in areas subject to oversight. Using historical survey and newspaper data, I provide evidence that this was the result of political backlash among racially conservative whites.",https://www.aeaweb.org/articles?id=10.1257/app.20170572,Desmond Ang,,,,,,,,,,,,,,,,,,,,D72,J15,K16,,,,,,,,,,,,,,,,,
Medium- and Long-Term Educational Consequences of Alternative Conditional Cash Transfer Designs: Experimental Evidence from Colombia,"VOL. 11, NO. 3, JULY 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"In 2005 the city of Bogota, Colombia, introduced three conditional cash transfer programs for secondary schooling, randomly assigning socioeconomically disadvantaged students to different payment structures. We show, through administrative data, that forcing families to save one-third of the transfer increases long-term human capital accumulation by means of additional tertiary education—which is not incentivized—, casting doubt on conditionalities as a driving mechanism. Directly incentivizing on-time tertiary enrollment does no better than forcing families to save a portion of the transfer. Whereas forcing families to save increases enrollment in four-year universities, incentivizing tertiary enrollment only increases enrollment in low-quality colleges.",https://www.aeaweb.org/articles?id=10.1257/app.20170008,Felipe Barrera-Osorio,Leigh L. Linden,Juan E. Saavedra,,,,,,,,,,,,,,,,,,D14,H75,I21,I22,I26,J24,O15,,,,,,,,,,,,,
Long-Run Effects of Temporary Incentives on Medical Care Productivity,"VOL. 11, NO. 3, JULY 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We show that costs of adjustment as opposed to low perceived value may explain why improved quality care practices diffuse slowly in the medical industry. Using a randomized field experiment conducted in Argentina, we find that temporary financial incentives paid to health clinics for the early initiation of prenatal care motivated providers to test and develop new strategies to locate and encourage pregnant women to seek care in the first trimester of pregnancy. These innovations raised the rate of early initiation of prenatal care by 34 percent while the incentives were being paid in the treatment period. We also find that this increase persisted for at least 24 months after the incentives ended. We show that this is consistent with the presence of up-front costs from adjusting care processes that made it too expensive to develop and implement new strategies to increase early initiation of care in the absence of the incentives. Despite large increases in early initiation of prenatal care, we find no effects on health outcomes.",https://www.aeaweb.org/articles?id=10.1257/app.20170128,Pablo A. Celhay,Paul J. Gertler,Paula Giovagnoli,Christel Vermeersch,,,,,,,,,,,,,,,,,C93,I11,I12,I13,I18,J16,O15,,,,,,,,,,,,,
Does Teacher Training Actually Work? Evidence from a Large-Scale Randomized Evaluation of a National Teacher Training Program,"VOL. 11, NO. 3, JULY 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"Despite massive investments in teacher professional development (PD) programs in developing countries, there is little evidence on their effectiveness. We present results of a large-scale, randomized evaluation of a national PD program in China in which teachers were randomized to receive PD; PD plus follow-up; PD plus evaluation of the command of PD content; or no PD. Precise estimates indicate PD and associated interventions failed to improve teacher and student outcomes after one year. A detailed analysis of the causal chain shows teachers find PD content to be overly theoretical, and PD delivery too rote and passive, to be useful.",https://www.aeaweb.org/articles?id=10.1257/app.20170226,Prashant Loyalka,Anna Popova,Guirong Li,Zhaolei Shi,,,,,,,,,,,,,,,,,I21,I28,J24,J45,O15,P36,,,,,,,,,,,,,,
Reducing Child Mortality in the Last Mile: Experimental Evidence on Community Health Promoters in Uganda,"VOL. 11, NO. 3, JULY 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"The delivery of basic health products and services remains abysmal in many parts of the world where child mortality is high. This paper shows the results from a large-scale randomized evaluation of a novel approach to health care delivery. In randomly selected villages, a sales agent was locally recruited and incentivized to conduct home visits, educate households on essential health behaviors, provide medical advice and referrals, and sell preventive and curative health products. Results after 3 years show substantial health impact: under 5-years child mortality was reduced by 27 percent at an estimated average cost of $68 per life-year saved.",https://www.aeaweb.org/articles?id=10.1257/app.20170201,Martina Björkman Nyqvist,Andrea Guariso,Jakob Svensson,David Yanagizawa-Drott,,,,,,,,,,,,,,,,,I12,I18,J13,O15,O18,,,,,,,,,,,,,,,
"ProPelled: The Effects of Grants on Graduation, Earnings, and Welfare","VOL. 11, NO. 3, JULY 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We estimate effects of the Pell Grant—the largest US federal grant for college students—using administrative data from Texas public colleges and a discontinuity in grant generosity for low-income students. Within four-year institutions, eligibility for additional grant aid significantly increases first-time students' degree completion and later earnings. Our estimated impacts on earnings alone are enough to fully recoup government expenditures within 10 years, suggesting that financial aid likely pays for itself several times over.",https://www.aeaweb.org/articles?id=10.1257/app.20180100,Jeffrey T. Denning,Benjamin M. Marx,Lesley J. Turner,,,,,,,,,,,,,,,,,,H75,I22,I23,I26,J24,J31,,,,,,,,,,,,,,
Do Women Give Up Competing More Easily? Evidence from the Lab and the Dutch Math Olympiad,"VOL. 11, NO. 3, JULY 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We use lab experiments and field data from the Dutch Math Olympiad to show that women are more likely than men to stop competing if they lose. In a math competition in the lab, women are much less likely than men to choose competition again after losing in the first round. In the Math Olympiad, girls, but not boys, who fail to make the second round are less likely to compete again one year later. This gender difference in the reaction to competition outcomes may help to explain why fewer women make it to the top in business and academia.",https://www.aeaweb.org/articles?id=10.1257/app.20170160,Thomas Buser,Huaiping Yuan,,,,,,,,,,,,,,,,,,,C90,D82,D91,J16,,,,,,,,,,,,,,,,
Supporting Community College Students from Start to Degree Completion: Long-Term Evidence from a Randomized Trial of CUNY's ASAP,"VOL. 11, NO. 3, JULY 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"Nationwide, graduation rates at community colleges are discouragingly low. This randomized experiment provides evidence that graduation rates can be increased dramatically. The City University of New York's (CUNY) Accelerated Study in Associate Programs (ASAP) is a comprehensive, integrated, 3-year program that has an estimated 18 percentage point effect on 3-year graduation rates, increases 6-year graduation rates by an estimated 10 percentage points, and helps students graduate more quickly. Graduation effect estimates of this magnitude are exceptional in randomized experiments conducted in higher education, offering hope of what is possible when serving low-income students.",https://www.aeaweb.org/articles?id=10.1257/app.20170430,Michael J. Weiss,Alyssa Ratledge,Colleen Sommo,Himani Gupta,,,,,,,,,,,,,,,,,H75,I23,I24,I28,,,,,,,,,,,,,,,,
"Capital Cities, Conflict, and Misgovernance","VOL. 11, NO. 3, JULY 2019",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We investigate the links between capital cities, conflict, and the quality of governance, starting from the assumption that incumbent elites are constrained by the threat of insurrection, and that the latter is rendered less effective by distance from the seat of political power. We show evidence that (i) conflict is more likely to emerge (and dislodge incumbents) closer to the capital, and (ii) isolated capitals are associated with misgovernance. The results hold only for relatively nondemocratic countries and for intrastate conflicts over government (as opposed to territory)—exactly the cases where our central assumption should apply.",https://www.aeaweb.org/articles?id=10.1257/app.20170111,Filipe R. Campante,Quoc-Anh Do,Bernardo Guimaraes,,,,,,,,,,,,,,,,,,D72,D74,O17,O18,R12,,,,,,,,,,,,,,,
