Title,Issue,Journal,Abstract,Link,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,Author18,Author19,Author20,JEL1,JEL2,JEL3,JEL4,JEL5,JEL6,JEL7,JEL8,JEL9,JEL10,JEL11,JEL12,JEL13,JEL14,JEL15,JEL16,JEL17,JEL18,JEL19,JEL20
Raising the Bar: Minimum Wages and Employers' Hiring Standards,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"Many scholars have studied the employment effects of minimum wages, but little is known about effects on the composition of hires. I investigate whether Germany's minimum wage introduction raised hiring standards, using worker fixed effects as a proxy for worker productivity. For the least productive workers hired, the minimum wage led to a 4 percentile point shift in the productivity distribution. This increase is missed using standard observable measures of worker productivity. The effects are larger with greater pre-reform screening intensity—indicating an employer response. This more selective hiring compensates about two-thirds of higher wage costs for the least productive hires.",https://www.aeaweb.org/articles?id=10.1257/pol.20190534,Sebastian Butschek,,,,,,,,,,,,,,,,,,,,J23,J24,J31,J38,M51,,,,,,,,,,,,,,,
Do Environmental Regulations Affect the Decision to Export?,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"This paper investigates how a common form of environmental regulation—air quality standards—affects exporters. We develop a simple theoretical model to show how the design of these standards causes (i) some firms to stop exporting and (ii) a reduction in the export volumes of affected continuing exporters. We exploit quasi-experimental variation resulting from the design of Canadian air quality standards to test these predictions empirically. Our estimates confirm our model's predictions: we find that for the most affected manufacturers, regulation reduced export volumes by 32 percent and increased the likelihood plants stop exporting by 5 percentage points.",https://www.aeaweb.org/articles?id=10.1257/pol.20200290,Jevan Cherniwchan,Nouri Najjar,,,,,,,,,,,,,,,,,,,D12,F14,F18,Q53,Q58,,,,,,,,,,,,,,,
"Mortality, Temperature, and Public Health Provision: Evidence from Mexico","VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"We examine the impact of temperature on mortality in Mexico using daily data over the period 1998–2017 and find that 3.8 percent of deaths in Mexico are caused by suboptimal temperature (26,000 every year). However, 92 percent of weather-related deaths are induced by cold (<12 degrees C) or mildly cold (12–20 degrees C) days and only 2 percent by outstandingly hot days (>32 degrees C). Furthermore, temperatures are twice as likely to kill people in the bottom half of the income distribution. Finally, we show causal evidence that the Seguro Popular, a universal health care policy, has saved at least 1,600 lives per year from cold weather since 2004.",https://www.aeaweb.org/articles?id=10.1257/pol.20180594,François Cohen,Antoine Dechezleprêtre,,,,,,,,,,,,,,,,,,,I12,I13,I14,O13,O15,Q54,,,,,,,,,,,,,,
"Homeownership, Labor Supply, and Neighborhood Quality","VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"This paper provides evidence on the external benefits of homeownership among low-income populations. A natural experiment in Israel generated large changes in neighborhood homeownership rates while holding fixed the residents and housing stock, two primary sources of bias in traditional estimates. When public housing tenants are given the opportunity to buy their units, buyers increase labor supply. Effects are felt in the neighborhood: when homeownership rises by 10 pp, neighborhood home prices rise 1.5–2 percent. Instrumenting for purchases using government discounts generates similar results. Results are relevant for policies using financial incentives to increase homeownership among low-income populations.",https://www.aeaweb.org/articles?id=10.1257/pol.20200177,Naomi Hausman,Tamar Ramot-Nyska,Noam Zussman,,,,,,,,,,,,,,,,,,H24,I38,J22,R21,R23,R31,R38,,,,,,,,,,,,,
Does Hospital Crowding Matter? Evidence from Trauma and Orthopedics in England,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"This paper estimates the impact of hospital crowding on medical treatment decisions and patient health outcomes. Exploiting pseudorandom variation in emergency admissions, I find that a one-standard-deviation admission shock increases the unplanned readmission rate by 4.1 percent. Nonparametric and heterogeneity analyses suggest that ""quicker and sicker"" discharges contribute to the additional readmissions. The crowding impacts are larger in hospital departments with fewer beds, sicker patients, and stronger incentives to admit nonemergency patients.",https://www.aeaweb.org/articles?id=10.1257/pol.20180672,Thomas P. Hoe,,,,,,,,,,,,,,,,,,,,H51,I11,I12,I18,,,,,,,,,,,,,,,,
Minimum-Wage Increases and Low-Wage Employment: Evidence from Seattle,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"Seattle raised its minimum wage to as much as $11 in 2015 and as much as $13 in 2016. We use Washington State administrative data to conduct two complementary analyses of its impact. Relative to outlying regions of the state identified by the synthetic control method, aggregate employment at wages less than twice the original minimum—measured by total hours worked—declined. A portion of this reduction reflects jobs transitioning to wages above the threshold; the aggregate analysis likely overstates employment effects. Longitudinal analysis of individual Seattle workers matched to counterparts in outlying regions reveals no change in the probability of continued employment but significant reductions in hours, particularly for less experienced workers. Job turnover declined, as did hiring of new workers into low-wage jobs. Analyses suggest aggregate employment elasticities in the range of −0.2 to −2.0, concentrated on the intensive margin in the short run and largest among inexperienced workers.",https://www.aeaweb.org/articles?id=10.1257/pol.20180578,Ekaterina Jardim,Mark C. Long,Robert Plotnick,Emma van Inwegen,Jacob Vigdor,Hilary Wething,,,,,,,,,,,,,,,J22,J23,J24,J31,J38,R23,,,,,,,,,,,,,,
The Labor Market Impacts of Universal and Permanent Cash Transfers: Evidence from the Alaska Permanent Fund,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"Since 1982, all Alaskan residents have received a yearly cash dividend from the Alaska Permanent Fund. Using the Current Population Survey and a synthetic control method, this paper shows that the dividend had no effect on employment and increased part-time work by 1.8 percentage points (17 percent). A calibration of microeconomic and macroeconomic effects suggests that the empirical results are consistent with cash stimulating the local economy—a general equilibrium effect. Nontradable sectors have a more positive employment response than tradable sectors. Overall, the results suggest that a universal and permanent cash transfer does not significantly decrease aggregate employment.",https://www.aeaweb.org/articles?id=10.1257/pol.20190299,Damon Jones,Ioana Marinescu,,,,,,,,,,,,,,,,,,,E24,H24,H75,I38,J22,R23,,,,,,,,,,,,,,
The Electric Gini: Income Redistribution through Energy Prices,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"In theory, regulators concerned about inequality will deviate from efficient two-part tariffs, charging lower-than-efficient fixed monthly fees and higher-than-efficient per-kilowatt-hour prices. To quantify that relationship, we develop a measure of the redistributive extent of utility tariffs: the ""electric Gini."" Utilities with higher electric Ginis shift more costs from households using relatively little electricity to households using more. In practice, US utilities whose ratepayers have more unequal incomes have higher electric Ginis. But electricity demand is only loosely correlated with income, which means that electricity prices are an indirect and ineffective policy for countering income inequality.",https://www.aeaweb.org/articles?id=10.1257/pol.20200543,Arik Levinson,Emilson Silva,,,,,,,,,,,,,,,,,,,D31,L11,L94,L98,,,,,,,,,,,,,,,,
When Does Product Liability Risk Chill Innovation? Evidence from Medical Implants,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"Liability laws designed to compensate for harms caused by defective products may also affect innovation. We examine this issue by exploiting a major quasi-exogenous increase in liability risk faced by US suppliers of polymers used to manufacture medical implants. Difference-in-difference analyses show that this surge in suppliers' liability risk had a large and negative impact on downstream innovation in medical implants, but it had no significant effect on upstream polymer patenting. Our findings suggest that liability risk can percolate throughout a vertical chain and may have a significant chilling effect on downstream innovation.",https://www.aeaweb.org/articles?id=10.1257/pol.20190757,Alberto Galasso,Hong Luo,,,,,,,,,,,,,,,,,,,K13,L64,L65,O31,O34,,,,,,,,,,,,,,,
Mentoring and the Dynamics of Affirmative Action,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"We analyze the long-term workforce composition when the quality of mentoring available to majority and minority juniors depends on their representation in the workforce. A workforce with at least 50 percent majority workers invariably converges to one where the majority is overrepresented relative to the population. To maximize welfare, persistent interventions, such as group-specific fellowships, are often needed, and the optimal workforce may include minority workers of lower innate talent than the marginal majority worker. We discuss the role of mentorship determinants, talent dispersion, the scope of short-term interventions, various policy instruments and contrast our results to the classic fairness narrative.",https://www.aeaweb.org/articles?id=10.1257/pol.20190579,Michèle Müller-Itten,Aniko Ör,,,,,,,,,,,,,,,,,,,I20,J15,J16,J24,,,,,,,,,,,,,,,,
The Effect of Charter School Openings on Traditional Public Schools in Massachusetts and North Carolina,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"The rapid expansion of charter schools has fueled concerns about their impact on traditional public schools. I estimate the effect of charter openings on traditional public schools in Massachusetts and North Carolina by comparing schools near actual charter sites to those near proposed sites that were never occupied. I find charter openings reduced public school enrollment by around 5 percent and reduced White enrollment in North Carolina. I find no impact on student achievement, and my 95 percent confidence intervals rule out effects larger than ±0.05 standard deviations. I find no effects on attendance or suspensions.",https://www.aeaweb.org/articles?id=10.1257/pol.20190457,Kirsten Slungaard Mumma,,,,,,,,,,,,,,,,,,,,H75,I21,I28,J15,,,,,,,,,,,,,,,,
How Do Beliefs about the Gender Wage Gap Affect the Demand for Public Policy?,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"I conduct a survey experiment to study the relationship between people's beliefs about the size of the gender wage gap and their demand for policies aimed at mitigating it. Beliefs causally affect support for equal pay legislation and affirmative action programs, but cannot account for the polarization in policy views by partisanship and gender. Changes in policy demand seem to be driven by changes in beliefs about discrimination in labor markets and fairness concerns, while self-interest appears less important. I provide evidence that pessimism about the effectiveness of government intervention limits the elasticity of policy demand to perceived wage differentials.",https://www.aeaweb.org/articles?id=10.1257/pol.20200559,Sonja Settele,,,,,,,,,,,,,,,,,,,,D63,D83,J16,J22,J31,J71,,,,,,,,,,,,,,
The Valuation of Local School Quality under School Choice,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"School choice programs break the link between residential location and school attendance, and should weaken the capitalization of school quality into house prices. For the first time, I quantify the effect of one such program—charter school expansions—across several states using a dataset covering charter entries and house prices. I embed an event study of charter entry into a boundary discontinuity design and find that, on average, school choice decreases the valuation of traditional schools by four percentage points. Suggestive evidence shows school choice can lead to neighborhood change through resorting as school boundaries become less important.",https://www.aeaweb.org/articles?id=10.1257/pol.20200678,Angela Zheng,,,,,,,,,,,,,,,,,,,,H75,I21,I24,I28,R23,R31,,,,,,,,,,,,,,
School Spending and Student Outcomes: Evidence from Revenue Limit Elections in Wisconsin,"VOL. 14, NO. 1, FEBRUARY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"This study examines the impacts of two distinct types of school spending on student outcomes. State-imposed revenue limits cap the total amount of revenue that a school district in Wisconsin can raise unless the district holds a referendum asking voters to exceed the cap. Importantly, Wisconsin law requires districts to hold separate referenda for operational and capital expenditures, which allows for estimating their independent effects. Leveraging close elections in a dynamic regression discontinuity framework, I find that increases in operational spending have substantial positive effects on test scores, dropout rates, and postsecondary enrollment, but additional capital expenditures have little impact.",https://www.aeaweb.org/articles?id=10.1257/pol.20200226,E. Jason Baron,,,,,,,,,,,,,,,,,,,,D72,H75,I21,I22,I28,,,,,,,,,,,,,,,
Semesters or Quarters? The Effect of the Academic Calendar on Postsecondary Student Outcomes,"VOL. 14, NO. 1, FEBRUARY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"There exists a long-standing debate in higher education on which academic calendar is optimal. Using panel data on the near universe of four-year nonprofit institutions and leveraging quasi-experimental variation in calendars across institutions and years, we show that switching from quarters to semesters negatively impacts on-time graduation rates. Event study analyses show that the negative effects persist beyond the transition. Using transcript data, we replicate this analysis at the student level and investigate possible mechanisms. Shifting to a semester: (i) lowers first-year grades, (ii) decreases the probability of enrolling in a full course load, and (iii) delays the timing of major choice.",https://www.aeaweb.org/articles?id=10.1257/pol.20190589,Valerie Bostwick,Stefanie Fischer,Matthew Lang,,,,,,,,,,,,,,,,,,I23,I28,,,,,,,,,,,,,,,,,,
"Yellow Vests, Pessimistic Beliefs, and Carbon Tax Aversion","VOL. 14, NO. 1, FEBRUARY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"Using a representative survey, we find that after the Yellow Vests movement, French people would largely reject a tax and dividend policy, i.e., a carbon tax whose revenues are redistributed uniformly to each adult. They overestimate their net monetary losses, wrongly think that the policy is regressive, and do not perceive it as environmentally effective. We show that changing people's beliefs can substantially increase support. Although significant, the effects of our informational treatments on beliefs are small. Indeed, the respondents that oppose the tax tend to discard positive information about it, which is consistent with distrust, uncertainty, or motivated reasoning.",https://www.aeaweb.org/articles?id=10.1257/pol.20200092,Thomas Douenne,Adrien Fabre,,,,,,,,,,,,,,,,,,,D83,H23,H31,Q54,Q58,,,,,,,,,,,,,,,
The Impact of the Affordable Care Act: Evidence from California's Hospital Sector,"VOL. 14, NO. 1, FEBRUARY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"We exploit changes in the discontinuity in health insurance coverage at age 65 induced by the implementation of the Affordable Care Act to examine effects on coverage, hospital use, and patient health. We then link these changes to effects on hospital finances. We show that a substantial share of the federally funded Medicaid expansion substituted for existing locally funded safety net programs. Despite this offset, the expansion produced a substantial increase in hospital revenue, reflected in an equivalent increase in operating surplus. We do not detect improvements in patient mortality, although the expansion led to substantially greater hospital and emergency room use.",https://www.aeaweb.org/articles?id=10.1257/pol.20190279,Mark Duggan,Atul Gupta,Emilie Jackson,,,,,,,,,,,,,,,,,,H51,H75,I12,I13,I18,I38,,,,,,,,,,,,,,
Issuance and Incidence: SNAP Benefit Cycles and Grocery Prices,"VOL. 14, NO. 1, FEBRUARY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"Many safety net programs issue benefits as monthly lump-sum payments. We investigate how the timing of Supplemental Nutrition Assistance Program (SNAP) benefit issuance affects food purchases and the incidence of the transfer. Using scanner data from a large sample of grocery stores and state and time variation in SNAP issuance schedules, we document large, SNAP-induced intramonth cycles in food expenditures. However, we find that retailers do not adjust prices based on these predictable patterns of demand. Our results therefore suggest that reforming issuance schedules may reduce costs from SNAP-induced demand surges but are unlikely to affect the incidence of SNAP benefits.",https://www.aeaweb.org/articles?id=10.1257/pol.20190777,Jacob Goldin,Tatiana Homonoff,Katherine Meckel,,,,,,,,,,,,,,,,,,D12,H75,I18,I38,L81,,,,,,,,,,,,,,,
Reducing Frictions in College Admissions: Evidence from the Common Application,"VOL. 14, NO. 1, FEBRUARY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"College admissions in the United States are decentralized, creating frictions that limit student choice. We study the Common Application (CA) platform, under which students submit a single application to member schools, potentially reducing frictions and increasing student choice. The CA increases the number of applications received by schools, reflecting a reduction in frictions, and reduces the yield on accepted students, reflecting increased choice. The CA increases out-of-state enrollment, especially from other CA states, consistent with network effects. Entry into the CA changes the composition of students, with evidence of more racial diversity and more high-income students and imprecise evidence of increases in SAT scores.",https://www.aeaweb.org/articles?id=10.1257/pol.20190694,Brian Knight,Nathan Schiff,,,,,,,,,,,,,,,,,,,I23,I28,,,,,,,,,,,,,,,,,,
How Do Households Value the Future? Evidence from Property Taxes,"VOL. 14, NO. 1, FEBRUARY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"Despite the near ubiquity of intertemporal choice, there is little consensus on the rate at which individuals trade present and future costs and benefits. We contribute to this debate by estimating discount rates from extensive data on housing transactions and spatiotemporal variation in property taxes in England. Our findings imply long-term average net of growth nominal discount rates that are between 3 and 4 percent. The close correspondence to prevailing market interest rates gives little reason to suggest that households misoptimize by materially undervaluing very long-term financial flows in this high-stakes context.",https://www.aeaweb.org/articles?id=10.1257/pol.20200443,Hans R.A. Koster,Edward W. Pinchbeck,,,,,,,,,,,,,,,,,,,D15,H71,R31,,,,,,,,,,,,,,,,,
The Effects of Mortgage Credit Availability: Evidence from Minimum Credit Score Lending Rules,"VOL. 14, NO. 1, FEBRUARY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"This paper uses changes in mortgage lenders' minimum credit score thresholds to credibly identify the effects of access to household credit. Falling under these thresholds has very large negative effects on borrowing for up to two years, and these effects fail to reverse within four years. The effects are particularly concentrated among individuals who have relatively high credit demand and face relatively large contractions in credit supply. In addition, access to new mortgage credit reduces delinquency on nonmortgage debt and appears to spill over to demand for auto loans.",https://www.aeaweb.org/articles?id=10.1257/pol.20180229,Steven Laufer,Andrew Paciorek,,,,,,,,,,,,,,,,,,,G21,G51,R21,,,,,,,,,,,,,,,,,
Dominated Options in Health Insurance Plans,"VOL. 14, NO. 1, FEBRUARY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"Prior research documents that there are sometimes dominated options in health plan menus, but is that common? We analyze Kaiser Family Foundation data on health plans that firms offer to their employees. For firms offering both a high-deductible and lower-deductible health plan, 62 percent of the time the high-deductible option has lower maximum spending risk for the employee. We estimate that the high-deductible plan dominates at roughly half of firms. We discuss potential mechanisms behind these surprising patterns and find support both for two explanations: widespread adverse-selection pricing and some employers also differentially favoring high-deductible plans.",https://www.aeaweb.org/articles?id=10.1257/pol.20190312,Chenyuan Liu,Justin Sydnor,,,,,,,,,,,,,,,,,,,G22,G52,I13,,,,,,,,,,,,,,,,,
The Effect of Charter Schools on School Segregation,"VOL. 14, NO. 1, FEBRUARY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"We examine the impact of the expansion of charter schools on racial segregation in public schools, defined using multiple measures of racial sorting and isolation. Our research design utilizes between-grade differences in charter expansion within school systems and an instrumental variables approach leveraging charter school openings. Charter schools modestly increase school segregation for Black, Hispanic, Asian, and White students. On average, charters have caused a 6 percent decrease in the relative likelihood of Black and Hispanic students being exposed to schoolmates of other racial or ethnic groups. For metropolitan areas, our analysis reveals countervailing forces, as charters reduce segregation between districts.",https://www.aeaweb.org/articles?id=10.1257/pol.20190682,Tomás Monarrez,Brian Kisida,Matthew Chingos,,,,,,,,,,,,,,,,,,I21,I24,J15,,,,,,,,,,,,,,,,,
"Technology, Taxation, and Corruption: Evidence from the Introduction of Electronic Tax Filing","VOL. 14, NO. 1, FEBRUARY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"Many e-government initiatives introduce technology to improve efficiency and avoid potential human bias. Using experimental variation, we examine the impact of electronic tax filing (to replace in-person submission to tax officials) using data from Tajikistan firms. E-filing reduces the time firms spend on taxes by 40 percent. Further, among firms previously more likely to evade, e-filing doubles taxes paid. Conversely, evidence suggests that e-filing reduces tax payments among firms previously less likely to evade. These firms also pay fewer bribes, as e-filing reduces extortion opportunities. These patterns are consistent with differential treatment of firms by tax officials prior to e-filing.",https://www.aeaweb.org/articles?id=10.1257/pol.20200123,Oyebola Okunogbe,Victor Pouliquen,,,,,,,,,,,,,,,,,,,D22,H25,H26,O14,O23,,,,,,,,,,,,,,,
Adaptation to Environmental Change: Agriculture and the Unexpected Incidence of the Acid Rain Program,"VOL. 14, NO. 1, FEBRUARY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"The Acid Rain Program (ARP) cut sulfur dioxide (SO2) emissions from power plants in the United States, with considerable benefits. We show this also reduced ambient sulfate levels, which lowered agriculture productivity through decreased soil sulfur. Using plant-level SO2 emissions and an atmospheric transport model, we estimate the relationship between airborne sulfate levels and yields for corn and soybeans. We estimate crop revenue losses for these two crops at around $1–$1.5 billion per year, with accompanying decreases in land value. Back-of-the-envelope calculations of the costs to replace lost sulfur suggest producer responses were limited and suboptimal.",https://www.aeaweb.org/articles?id=10.1257/pol.20190060,Nicholas J. Sanders,Alan I. Barreca,,,,,,,,,,,,,,,,,,,Q15,Q24,Q53,Q58,,,,,,,,,,,,,,,,
The Rising Value of Time and the Origin of Urban Gentrification,"VOL. 14, NO. 1, FEBRUARY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"In recent decades, gentrification has transformed American central city neighborhoods. I estimate a spatial equilibrium model to show that the rising value of high-skilled workers' time contributes to the gentrification of American central cities. I show that the increasing value of time raises the cost of commuting and exogenously increases the demand for central locations by high-skilled workers. While change in the value of time has a modest direct effect on gentrification of central cities, the effect is substantially magnified by endogenous amenity change driven by the changes in local skill mix.",https://www.aeaweb.org/articles?id=10.1257/pol.20190550,Yichen Su,,,,,,,,,,,,,,,,,,,,J22,J24,R21,R23,,,,,,,,,,,,,,,,
Improving Preferential Market Access through Rules of Origin: Firm-Level Evidence from Bangladesh,"VOL. 14, NO. 1, FEBRUARY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"In countries where there exist limited opportunities to source inputs locally, rules of origin undermine access to preferential trade agreements for final goods exporters. I analyze the 2011 revision to the rules of origin associated with the European Union's Generalized System of Preferences, which allowed apparel producers in least developed countries to use internationally sourced textiles in exported products. Using transaction-level data on Bangladeshi apparel firms, I find that the rules of origin effectively cut the preferential margin by three-fourths. Liberalizing the rules of origin resulted in firm-level revenue growth, which was driven by the intensive margin through increased shipment sizes and quality upgrading.",https://www.aeaweb.org/articles?id=10.1257/pol.20200257,Tobias Sytsma,,,,,,,,,,,,,,,,,,,,F13,F14,L67,O14,O19,,,,,,,,,,,,,,,
Increasing Hours Worked: Moonlighting Responses to a Large Tax Reform,"VOL. 14, NO. 1, FEBRUARY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"Moonlighting is increasingly popular in OECD countries, with 5 to 10 percent of workers holding two or more jobs. However, little is known about the responsiveness of moonlighting to financial incentives due to the lack of identifying variation. This paper studies a unique reform in Germany that allowed workers to hold small secondary jobs tax-free, decreasing the marginal tax rate by between 19.5 to 66 pp. I show that the reform resulted in a dramatic increase in moonlighting that was not offset by reductions in primary earnings and that hours constraints are a key determinant of moonlighting.",https://www.aeaweb.org/articles?id=10.1257/pol.20190786,Alisa Tazhitdinova,,,,,,,,,,,,,,,,,,,,H24,H31,J22,J31,,,,,,,,,,,,,,,,
Removing Welfare Traps: Employment Responses in the Finnish Basic Income Experiment,"VOL. 14, NO. 1, FEBRUARY 2022",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"This paper provides evidence that replacing minimum unemployment benefits with a basic income of equal size has minor employment effects at best. We examine an experiment in Finland in which 2,000 benefit recipients were randomized to receive a monthly basic income. The experiment lowered participation tax rates by 23 percentage points for full-time employment. Despite the considerable increase in work incentives, days in employment remained statistically unchanged in the first year of the experiment. Moreover, even though all job search requirements were waived, participation in reemployment services remained high.",https://www.aeaweb.org/articles?id=10.1257/pol.20200143,Jouko Verho,Kari Hämäläinen,Ohto Kanninen,,,,,,,,,,,,,,,,,,C93,H24,H53,I38,J64,J65,,,,,,,,,,,,,,
The Internet as a Tax Haven?,"VOL. 13, NO. 4, NOVEMBER 2021",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"If online transactions are tax free, increased online shopping may lower tax rates as jurisdictions seek to reduce tax avoidance; but, if online firms remit taxes, online sales may put upward pressure on tax rates because internet sales help enforce destination-based taxes. I find that higher internet penetration generally results in lower municipal tax rates but raises tax rates in some jurisdictions. The latter effect emerges in states where many online vendors remit taxes. A 1 standard deviation increase in internet penetration lowers local sales taxes in large municipalities by 0.15 percentage points, or 16 percent of the average rate.",https://www.aeaweb.org/articles?id=10.1257/pol.20170094,David R. Agrawal,,,,,,,,,,,,,,,,,,,,H25,H26,H71,L81,R51,,,,,,,,,,,,,,,
Corporate Taxation under Weak Enforcement,"VOL. 13, NO. 4, NOVEMBER 2021",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"How should developing countries tax corporate income? We study this question in Costa Rica, where firms face higher average tax rates on profits when revenues marginally increase. We combine discontinuity and bunching designs to estimate the elasticity of taxable profit and separate it into revenue and cost elasticities. We find that firms faced with a higher tax rate slightly reduce revenues but considerably increase costs, thus producing a large elasticity of taxable profit of 3–5. In this context, the revenue-maximizing rate for a corporate tax on profit is below 25 percent, and we show that a tax policy that broadens the base while lowering the rate can almost double the tax revenue collected from these firms.",https://www.aeaweb.org/articles?id=10.1257/pol.20180564,Pierre Bachas,Mauricio Soto,,,,,,,,,,,,,,,,,,,D22,H25,H26,H32,K34,L25,O23,,,,,,,,,,,,,
The Long-Run Impacts of Special Education,"VOL. 13, NO. 4, NOVEMBER 2021",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"Over 13 percent of US students participate in special education (SE) programs annually, at a cost of $40 billion. However, due to selection issues the effect of SE placements remains unclear. This paper uses administrative data from Texas to examine the long-run effect of reducing SE access. Our research design exploits variation in SE placement driven by a unique state policy that required school districts to reduce SE caseloads to 8.5 percent. This policy led to sharp reductions in SE enrollment. These reductions generated significant reductions in educational attainment, suggesting that marginal participants experience long-run benefits from SE services.",https://www.aeaweb.org/articles?id=10.1257/pol.20190603,Briana Ballis,Katelyn Heath,,,,,,,,,,,,,,,,,,,H75,I21,I28,J13,J14,,,,,,,,,,,,,,,
"Local Protectionism, Market Structure, and Social Welfare: China's Automobile Market","VOL. 13, NO. 4, NOVEMBER 2021",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"This study documents the presence of local protectionism and quantifies its impacts on market competition and social welfare in the context of China's automobile market. A salient feature of China's auto market is that vehicle models by joint ventures and state-owned enterprises command much higher market shares in their headquarter provinces than at the national level. Through county border analysis, falsification tests, and a consumer survey, we uncover protectionist policies such as subsidies to local brands as the primary contributing factor to the observed home bias. We then set up and estimate a market equilibrium model to quantify the impact of local protection, controlling for other demand and supply factors. Counterfactual analysis shows that local protection leads to significant consumer choice distortions and results in 21.9 billion yuan of consumer welfare loss, amounting to 41 percent of total subsidy. Provincial governments face a prisoner's dilemma: local protection reduces aggregate social welfare, but provincial governments have no incentive to unilaterally remove local protection.",https://www.aeaweb.org/articles?id=10.1257/pol.20180513,Panle Jia Barwick,Shengmao Cao,Shanjun Li,,,,,,,,,,,,,,,,,,L24,L32,L62,O14,O18,P25,R12,,,,,,,,,,,,,
Subsidizing Fuel-Efficient Cars: Evidence from China's Automobile Industry,"VOL. 13, NO. 4, NOVEMBER 2021",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"This paper examines the response of vehicle purchase behavior to China's largest national subsidy program for fuel-efficient vehicles during 2010 and 2011. Using variation from the program's eligibility cutoffs and the rollout of the subsidy program, the program is found to boost sales for subsidized vehicle models, but also to create a substitution effect within highly fuel-efficient vehicles. Estimates imply that ignoring the substitution effect would lead one to conclude that the program is welfare enhancing, whereas in fact the marginal cost of the program exceeds the marginal benefit by as much as 300 percent.",https://www.aeaweb.org/articles?id=10.1257/pol.20170098,Chia-Wen Chen,Wei-Min Hu,Christopher R. Knittel,,,,,,,,,,,,,,,,,,D12,H25,L25,L62,O14,P23,P36,,,,,,,,,,,,,
Collaborative Tax Evasion in the Provision of Services to Consumers: A Field Experiment,"VOL. 13, NO. 4, NOVEMBER 2021",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"We conduct a field experiment with sellers of home improvement services on two German online markets. We take the role of consumers and vary whether we request an invoice for the delivery of the service. In a market that allows anyone to sell anonymously, a willingness to evade is prevalent. In a market that keeps track of credentials, sellers are only willing to evade when a willingness to collude is signaled. The evasion discount is in most estimates not larger than the tax subsidy for legal demand. Evasion is unlikely to be beneficial for many consumers in our setting.",https://www.aeaweb.org/articles?id=10.1257/pol.20190675,Annabelle Doerr,Sarah Necker,,,,,,,,,,,,,,,,,,,C93,H25,H26,L84,,,,,,,,,,,,,,,,
