Title,Issue,Journal,Abstract,Link,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,Author18,Author19,Author20,JEL1,JEL2,JEL3,JEL4,JEL5,JEL6,JEL7,JEL8,JEL9,JEL10,JEL11,JEL12,JEL13,JEL14,JEL15,JEL16,JEL17,JEL18,JEL19,JEL20
Environmental Preferences and Technological Choices: Is Market Competition Clean or Dirty?,"VOL. 5, NO. 1, MARCH 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We investigate the effects of consumers' environmental concerns and market competition on firms' decisions to innovate in ""clean"" technologies. Agents care about their consumption and environmental footprint; firms pursue greener products to soften price competition. Acting as complements, these forces determine R&D, pollution, and welfare. We test the theory using panel data on patents by 7,060 automobile sector firms in 25 countries, environmental willingness to pay, and competition. As predicted, exposure to prosocial attitudes fosters clean innovation, all the more so where competition is strong. Plausible increases in both together can spur it as much as a large fuel price increase.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210014,Philippe Aghion,Roland Bénabou,Ralf Martin,Alexandra Roulet,,,,,,,,,,,,,,,,,D22,L62,O31,O34,Q52,Q53,Q54,,,,,,,,,,,,,
Isolating Personal Knowledge Spillovers: Coinventor Deaths and Spatial Citation Differentials,"VOL. 5, NO. 1, MARCH 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We propose a new method to estimate and isolate the localization of knowledge spillovers due to the physical presence of a person, using after-application but pre-grant deaths of differently located coinventors of the same patent. The approach estimates the differences in local citations between the deceased and still-living inventors at increasingly distant radii. Patents receive 26 percent fewer citations from within a radius of 20 miles around the deceased, relative to still-living coinventors. Differences attenuate with time and distance, are stronger when still-living coinventors live farther from the deceased, and hold for a subsample of possibly premature deaths.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210275,Benjamin Balsmeier,Lee Fleming,Sonja Lück,,,,,,,,,,,,,,,,,,O31,O33,O34,R32,,,,,,,,,,,,,,,,
"Proximity to the Frontier, Markups, and the Response of Innovation to Foreign Competition: Evidence from Matched Production-Innovation Surveys in Chile","VOL. 5, NO. 1, MARCH 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"This paper employs a matched firm production-innovation panel dataset from Chile to explore the response of firm innovation to the increased competition arising from the China shock. The data cover a wider range of innovation inputs and outputs than previously possible and allow generating measures of markups and efficiency (TFPQ) that correspond closely to the concepts of rents and technological leadership envisaged in the Schumpeterian literature. Except for the 10 percent most productive plants that see an increase in quality, increased competition depresses most measures of innovation. These differences are exacerbated when interacted with plant-level movements in rents.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210466,Ana Paula Cusolito,Alvaro Garcia-Marin,William F. Malone,,,,,,,,,,,,,,,,,,D24,L25,L60,O14,O19,O31,O34,,,,,,,,,,,,,
Macroeconomic Dynamics with Rigid Wage Contracts,"VOL. 5, NO. 1, MARCH 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We adapt the wage contracting structure in Chari (1983) to a dynamic, balanced-growth setting with recontracting as in Calvo (1983). The resulting wage-rigidity framework dampens income effects in the short run, thus allowing significant responses of hours to aggregate shocks. In reduced form, the model dynamics are similar to that in Jaimovich and Rebelo (2009), with their habit parameter replaced by our probability of wage-contract resetting. That is, if wage contracts are reset frequently, labor supply behaves in accordance with King, Plosser, and Rebelo (1988) preferences, whereas if they are never reset, we obtain the setting in Greenwood, Hercowitz, and Huffman (1988).",https://www.aeaweb.org/articles?id=10.1257/aeri.20210672,Tobias Broer,Karl Harmenberg,Per Krusell,Erik Öberg,,,,,,,,,,,,,,,,,E24,J22,J23,J24,J31,J41,,,,,,,,,,,,,,
Understanding the Ownership Structure of Corporate Bonds,"VOL. 5, NO. 1, MARCH 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"Insurers are the largest institutional investors of corporate bonds. However, a standard theory of insurance markets, in which insurers maximize firm value subject to regulatory or risk constraints, predicts no allocation to corporate bonds. We resolve this puzzle in an equilibrium asset pricing model with leverage-constrained households and institutional investors. Insurers have relatively cheap access to leverage through their underwriting activity. They hold a leveraged portfolio of low-beta assets in equilibrium, relaxing other investors' leverage constraints. The model explains recent empirical findings on insurers' portfolio choice and its impact on asset prices.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210550,Ralph S. J. Koijen,Motohiro Yogo,,,,,,,,,,,,,,,,,,,G11,G12,G22,G23,,,,,,,,,,,,,,,,
Intergenerational Persistence in Child Mortality,"VOL. 5, NO. 1, MARCH 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We study the intergenerational persistence of inequality by estimating grandmother-mother associations in the loss of a child, using pooled data from 119 Demographic and Health Surveys in 44 developing countries. Compared with compatriots of the same age, women with at least one sibling who died in childhood face 39 percent higher odds of having experienced at least one own-child death, or 7 percentage points at age 49. Place fixed effects reduce estimated mortality persistence by 47 percent; socioeconomic covariates explain far less. Within countries over time, persistence falls with aggregate child mortality, so that mortality decline disproportionately benefits high-mortality lineages.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210604,Frances Lu,Tom Vogl,,,,,,,,,,,,,,,,,,,I12,J13,J16,J62,O15,,,,,,,,,,,,,,,
Robust Information Transmission,"VOL. 5, NO. 1, MARCH 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"This paper investigates robust information transmission between a sender and a receiver in the Crawford and Sobel (1982) model. We characterize behavior that remains equilibrium behavior independently of the form of a small communication cost. Under standard conditions, we find that an equilibrium outcome is robust if and only if it features a maximal number of on-path actions and each is induced by a single message. The result extends regardless of the direction of the bias, the number of available messages, or whether the objectives of the sender and the receiver are aligned.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210643,Francesc Dilmé,,,,,,,,,,,,,,,,,,,,D82,D83,,,,,,,,,,,,,,,,,,
"Cognitive Decline, Limited Awareness, Imperfect Agency, and Financial Well-Being","VOL. 5, NO. 1, MARCH 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"Cognitive decline may lead older Americans to make poor financial decisions. Preventing poor decisions may require timely transfer of financial control to a reliable agent. Cognitive decline, however, can develop unnoticed, creating the possibility of suboptimal timing of the transfer of control. This paper presents survey-based evidence that older Americans with significant wealth regard suboptimal timing of the transfer of control, in particular delay due to unnoticed cognitive decline, as a substantial risk to financial well-being. This paper provides a theoretical framework to model such a lack of awareness and the resulting welfare loss.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210711,John Ameriks,Andrew Caplin,Minjoon Lee,Matthew D. Shapiro,Christopher Tonetti,,,,,,,,,,,,,,,,G51,G53,H55,J14,J26,J32,,,,,,,,,,,,,,
Rapid Dynamics of Top Wealth Shares and Self-Made Fortunes: What Is the Role of Family Firms?,"VOL. 4, NO. 4, DECEMBER 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We derive an analytical link between the fast dynamics of inequality at the top of the wealth distribution and the prevalence of newly created fortunes. Specifically, in the context of a random growth model of wealth accumulation, the shape of the top of the wealth distribution changes rapidly only if the pace with which new fortunes are created is fast. Quantitatively, the decision of a few families to bear a large amount of idiosyncratic risk in the form of family firms is crucial in accounting for both the prevalence of new fortunes and the dynamics of top wealth inequality.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210560,Andrew G. Atkeson,Magnus Irie,,,,,,,,,,,,,,,,,,,D22,D31,G32,L25,,,,,,,,,,,,,,,,
Wage Cyclicality and Labor Market Sorting,"VOL. 4, NO. 4, DECEMBER 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"This paper uses a measure of skill mismatch to separate wage flexibility from confounding variation in wages driven by differences in job quality over the business cycle. I first show that the high cyclicality of job switchers' wages goes beyond cyclical movements in skill mismatch. Then I uncover large differences in wage cyclicality across the skill mismatch distribution. Among incumbent workers, wages are acyclical in good matches but procyclical in poor matches, in particular for overqualified workers.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210161,Ana Figueiredo,,,,,,,,,,,,,,,,,,,,E32,J24,J31,J41,,,,,,,,,,,,,,,,
The Limits of Multiproduct Price Discrimination,"VOL. 4, NO. 4, DECEMBER 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We consider a multiproduct seller who has access to information about consumer preferences that he can use for second- and third-degree price discrimination. We characterize markets for which such information can lead to the efficient allocation with consumers obtaining the entire surplus gain relative to the profit-maximizing allocation without the additional information. This benchmark is achievable for all markets with a given set of consumer types if and only if it is optimal for the seller to offer only the best product in each market. Analogous results characterize when the ""surplus triangle"" of Bergemann, Brooks, and Morris (2015) is achievable.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210426,Nima Haghpanah,Ron Siegel,,,,,,,,,,,,,,,,,,,D11,D21,D42,D83,,,,,,,,,,,,,,,,
Getting Permission,"VOL. 4, NO. 4, DECEMBER 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"A manager has access to expert advisers. The manager selects at most one project and can implement it only if one expert provides support. The game in which the manager consults experts simultaneously typically has multiple equilibria, including one in which at least one expert supports the manager's favorite project. Only one outcome, the experts' most preferred equilibrium outcome, survives iterated deletion of weakly dominated strategies. We show that no sequential procedure can perform better for the manager than the experts' most preferred equilibrium and exhibit a sequential protocol that does as well.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210494,Peicong Hu,Joel Sobel,,,,,,,,,,,,,,,,,,,C72,D23,D82,,,,,,,,,,,,,,,,,
Partisan Fertility and Presidential Elections,"VOL. 4, NO. 4, DECEMBER 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"Changes in political leadership drive sharp changes in public policy and partisan beliefs about the future. We exploit the surprise 2016 election of Trump to identify the effects of a shift in political power on one of the most consequential household decisions: whether to have a child. Republican-leaning counties experience a sharp and persistent increase in fertility relative to Democratic counties, a shift amounting to 1.2–2.2 percent of the national fertility rate. In addition, Hispanics see fertility fall relative to non-Hispanics, especially compared to rural or evangelical Whites.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210485,Gordon B. Dahl,Runjing Lu,William Mullins,,,,,,,,,,,,,,,,,,D72,J13,,,,,,,,,,,,,,,,,,
Using Neural Networks to Predict Microspatial Economic Growth,"VOL. 4, NO. 4, DECEMBER 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We apply deep learning to daytime satellite imagery to predict changes in income and population at high spatial resolution in US data. For grid cells with lateral dimensions of 1.2 km and 2.4 km (where the average US county has dimension of 51.9 km), our model predictions achieve R2 values of 0.85 to 0.91 in levels, which far exceed the accuracy of existing models, and 0.32 to 0.46 in decadal changes, which have no counterpart in the literature and are 3–4 times larger than for commonly used nighttime lights. Our network has wide application for analyzing localized shocks.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210422,Arman Khachiyan,Anthony Thomas,Huye Zhou,Gordon Hanson,Alex Cloninger,Tajana Rosing,Amit K. Khandelwal,,,,,,,,,,,,,,C45,R11,R23,,,,,,,,,,,,,,,,,
A Taste of Their Own Medicine: Guideline Adherence and Access to Expertise,"VOL. 4, NO. 4, DECEMBER 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We use administrative data from Sweden to study adherence to 63 medication-related guidelines. We compare the adherence of patients without personal access to medical expertise to that of patients with access, namely doctors and their close relatives. We estimate that observably similar patients with access to expertise have 3.8 percentage points lower adherence, relative to a baseline adherence rate of 54.4 percent among those without access. Our findings suggest an important role in nonadherence for factors other than those, such as ignorance, poor communication, and complexity, that would be expected to diminish with access to expertise.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210591,Amy Finkelstein,Petra Persson,Maria Polyakova,Jesse M. Shapiro,,,,,,,,,,,,,,,,,D82,D83,I11,I12,I18,,,,,,,,,,,,,,,
Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,"VOL. 4, NO. 4, DECEMBER 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We study the impact of group-based cognitive behavioral therapy (CBT) for individuals selected from the general population of poor households in rural Ghana (N = 7,227). Results from one to three months after the program show strong impacts on mental and perceived physical health, cognitive and socioemotional skills, and economic self-perceptions. These effects hold regardless of baseline mental distress. We argue that this is because CBT can improve well-being for a general population of poor individuals through two pathways: reducing vulnerability to deteriorating mental health and directly increasing cognitive capacity and socioemotional skills.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210612,Nathan Barker,Gharad Bryan,Dean Karlan,Angela Ofori-Atta,Christopher Udr,,,,,,,,,,,,,,,,D12,I12,I15,I31,I32,O12,O18,,,,,,,,,,,,,
North-South Displacement Effects of Environmental Regulation: The Case of Battery Recycling,"VOL. 4, NO. 3, SEPTEMBER 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"This study examines the effect of a tightening of the US air quality standard for lead in 2009 on the relocation of battery recycling to Mexico and on infant health in Mexico. In the United States, air-borne lead dropped sharply near affected plants, most of which were battery-recycling plants. Exports of used batteries to Mexico rose markedly. In Mexico, production increased at battery-recycling plants relative to comparable industries, and birth outcomes deteriorated within two miles of those plants relative to areas slightly farther away. The case provides a salient example of a pollution-haven effect between a developed and a developing country.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210201,Shinsuke Tanaka,Kensuke Teshima,Eric Verhoogen,,,,,,,,,,,,,,,,,,F18,I12,J13,O15,Q51,Q53,Q58,,,,,,,,,,,,,
Five Facts about the Distributional Income Effects of Monetary Policy Shocks,"VOL. 4, NO. 3, SEPTEMBER 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We document five facts about the distributional income effects of monetary policy shocks using Swedish administrative individual-level data. (i) The effects of monetary policy shocks are U shaped over the income distribution—that is, expansionary shocks increase the incomes of high- and low-income individuals relative to middle-income individuals. (ii) The large effects in the bottom are accounted for by the labor-income response and (iii) those in the top by the capital-income response. (iv) The heterogeneity in the labor-income response is due to the earnings heterogeneity channel, whereas (v) that in the capital-income response is due to the income composition channel.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210262,Niklas Amberg,Thomas Jansson,Mathias Klein,Anna Rogantini Picco,,,,,,,,,,,,,,,,,D31,E32,E52,J31,,,,,,,,,,,,,,,,
Pretest with Caution: Event-Study Estimates after Testing for Parallel Trends,"VOL. 4, NO. 3, SEPTEMBER 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"This paper discusses two important limitations of the common practice of testing for preexisting differences in trends (""pre-trends"") when using difference-in-differences and related methods. First, conventional pre-trends tests may have low power. Second, conditioning the analysis on the result of a pretest can distort estimation and inference, potentially exacerbating the bias of point estimates and under-coverage of confidence intervals. I analyze these issues both in theory and in simulations calibrated to a survey of recent papers in leading economics journals, which suggest that these limitations are important in practice. I conclude with practical recommendations for mitigating these issues.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210236,Jonathan Roth,,,,,,,,,,,,,,,,,,,,A14,C23,C51,,,,,,,,,,,,,,,,,
The Rise of Pass-Throughs and the Decline of the Labor Share,"VOL. 4, NO. 3, SEPTEMBER 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We study the coevolution of the fall in the US corporate-sector labor share and the rise of business activity in tax-preferred pass-throughs. We find that reallocating activity to the form it would have taken prior to the Tax Reform Act of 1986 accounts for one-third of the decline in the corporate-sector labor share between 1978 and 2017. Our adjustments are concentrated among mid-market firms in services, magnifying the role of the manufacturing sector and superstar firms in driving the remaining decline in the labor share. Our findings highlight the importance of tax policy when measuring factor shares.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210268,Matthew Smith,Danny Yagan,Owen Zidar,Eric Zwick,,,,,,,,,,,,,,,,,D22,E25,H25,K34,L60,L80,,,,,,,,,,,,,,
"Polarization, Valence, and Policy Competition","VOL. 4, NO. 3, SEPTEMBER 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We study an election between two office-seeking candidates who are polarized along a partisan issue dimension when one candidate has a valence advantage. The candidates compete by choosing policy on a second issue dimension about which voters' preferences are uncertain. Existing work predicts that the low-valence candidate ""gambles for resurrection"" by adopting non-centrist policies in order to differentiate from a stronger opponent. We show that this prediction is reversed in a highly polarized environment: the strong candidate chooses policies less aligned with the electorate but nonetheless wins the election with higher probability.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210169,Peter Buisseret,Richard Van Weelden,,,,,,,,,,,,,,,,,,,D11,D72,,,,,,,,,,,,,,,,,,
The COVID-19 Pandemic Disrupted Both School Bullying and Cyberbullying,"VOL. 4, NO. 3, SEPTEMBER 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,One-fifth of US high school students report being bullied each year. We use internet search data for real-time tracking of bullying patterns as COVID-19 disrupted in-person schooling. We first show that pre-pandemic internet searches contain useful information about actual bullying behavior. We then show that searches for school bullying and cyberbullying dropped 30–35 percent as schools shifted to remote learning in spring 2020. The gradual return to in-person instruction starting in fall 2020 partially returned bullying searches to pre-pandemic levels. This rare positive effect may partly explain recent mixed evidence on the pandemic's impact on students' mental health and well-being.,https://www.aeaweb.org/articles?id=10.1257/aeri.20210456,Andrew Bacher-Hicks,Joshua Goodman,Jennifer Greif Green,Melissa K. Holt,,,,,,,,,,,,,,,,,H75,I12,I21,I28,I31,,,,,,,,,,,,,,,
Optimal Information Disclosure in Classic Auctions,"VOL. 4, NO. 3, SEPTEMBER 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,We characterize the revenue-maximizing information structure in the second-price auction. The seller faces a trade-off: more information improves the efficiency of the allocation but creates higher information rents for bidders. The information disclosure policy that maximizes the revenue of the seller is to fully reveal low values (where competition is high) but to pool high values (where competition is low). The size of the pool is determined by a critical quantile that is independent of the distribution of values and only dependent on the number of bidders. We discuss how this policy provides a rationale for conflation in digital advertising.,https://www.aeaweb.org/articles?id=10.1257/aeri.20210504,Dirk Bergemann,Tibor Heumann,Stephen Morris,Constantine Sorokin,Eyal Winter,,,,,,,,,,,,,,,,D44,D82,D83,M37,,,,,,,,,,,,,,,,
The Impact of Financial Assistance Programs on Health Care Utilization: Evidence from Kaiser Permanente,"VOL. 4, NO. 3, SEPTEMBER 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"Most hospitals have financial assistance programs for low-income patients. We use administrative data from Kaiser Permanente to study the effects of financial assistance on health care utilization. Using a regression discontinuity design based on an income threshold for program eligibility, we find that financial assistance increases the likelihood of inpatient, ambulatory, and emergency department encounters by 3.6 pp (59 percent), 13.4 pp (20 percent), and 6.7 pp (53 percent), respectively, though effects dissipate three quarters after program receipt. Financial assistance also increases the detection and management of treatment-sensitive conditions (e.g., drugs treating diabetes), suggesting that financial assistance may increase receipt of high-value care.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210515,Alyce Adams,Raymond Kluender,Neale Mahoney,Jinglin Wang,Francis Wong,Wesley Yin,,,,,,,,,,,,,,,G51,I11,I12,I13,I32,,,,,,,,,,,,,,,
Police Force Size and Civilian Race,"VOL. 4, NO. 2, JUNE 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We report novel empirical estimates of the race-specific effects of larger police forces in the United States. Each additional police officer abates approximately 0.1 homicides. In per capita terms, effects are twice as large for Black versus White victims. Larger police forces also make fewer arrests for serious crimes, with larger reductions for crimes with Black suspects, implying that police force growth does not increase racial disparities among the most serious charges. At the same time, larger police forces make more arrests for low-level ""quality-of-life"" offenses, with effects that imply a disproportionate impact for Black Americans.",https://www.aeaweb.org/articles?id=10.1257/aeri.20200792,Aaron Chalfin,Benjamin Hansen,Emily K. Weisburst,Morgan C. Williams Jr.,,,,,,,,,,,,,,,,,H76,J15,K42,,,,,,,,,,,,,,,,,
Unequal Jury Representation and Its Consequences,"VOL. 4, NO. 2, JUNE 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We analyze the extent and consequences of unequal representation on juries in Harris County, Texas. We first document that residents from predominantly White and high-income neighborhoods are substantially overrepresented on juries. Using quasirandom variation in those called for jury duty each day, we next establish that Black defendants are more likely to be convicted and receive longer sentences from juries with more residents from these overrepresented neighborhoods. We estimate that equal representation would reduce Black defendants' median sentence length by 50 percent and the probability of receiving a life sentence by 67 percent. Straightforward remedies could mitigate these legally unwarranted racial disparities.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210149,Shamena Anwar,Patrick Bayer,Randi Hjalmarsson,,,,,,,,,,,,,,,,,,J15,K41,,,,,,,,,,,,,,,,,,
The Liquidity Sensitivity of Healthcare Consumption: Evidence from Social Security Payments,"VOL. 4, NO. 2, JUNE 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"Insurance is typically viewed as a mechanism for transferring resources from good to bad states. However, insurance may also transfer resources from high-liquidity periods to low-liquidity periods. We test for this type of transfer from health insurance by studying the distribution of Social Security checks among Medicare recipients. When Social Security checks are distributed, prescription fills increase by 6–12 percent among recipients who pay small copayments. We find no such pattern among recipients who face no copayments. The results demonstrate that more complete insurance allows recipients to consume healthcare when they need it rather than only when they have cash.",https://www.aeaweb.org/articles?id=10.1257/aeri.20200830,Tal Gross,Timothy J. Layton,Daniel Prinz,,,,,,,,,,,,,,,,,,D82,G22,H55,I13,I18,L65,,,,,,,,,,,,,,
Insurance Design and Pharmaceutical Innovation,"VOL. 4, NO. 2, JUNE 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"This paper studies how insurance coverage policies impact pharmaceutical innovation. In the United States, most patients obtain prescription drugs through insurance plans administered by Pharmacy Benefit Managers (PBMs). Beginning in 2012, PBMs began refusing to provide coverage for many newly approved drugs when cheaper alternatives were available. We document a shift in pharmaceutical R&D strategies after this policy took effect: therapeutic classes at greater risk of exclusion experienced a relative reduction in investments. This shift reduced development of drug candidates that appear more incremental: that is, those in drug classes with more preexisting therapies and less scientifically novel research.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210063,Leila Agha,Soomi Kim,Danielle Li,,,,,,,,,,,,,,,,,,G22,I13,L65,O31,,,,,,,,,,,,,,,,
Robust Predictions in Coasian Bargaining,"VOL. 4, NO. 2, JUNE 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"This paper studies robust predictions when players may have additional information in an otherwise standard seller-offer bargaining with private values. Players' extra information gives rise to higher-order uncertainties about the underlying surplus. We show that the equilibrium outcomes in the frequent-offer limit depend critically on the nature of second-order uncertainty: (i) when the seller's beliefs about the buyer's values are public, the limiting equilibrium outcomes are efficient and any surplus division is possible; (ii) when the seller's beliefs are private, any feasible and individually rational payoffs can be the limiting equilibrium payoffs.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210144,Heng Liu,,,,,,,,,,,,,,,,,,,,C78,D82,D83,,,,,,,,,,,,,,,,,
Top of the Batch: Interviews and the Match,"VOL. 4, NO. 2, JUNE 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"Most doctors in the National Resident Matching Program (NRMP) match with one of their most preferred internship programs. However, surveys indicate doctors' preferences are similar, suggesting a puzzle: how can so many doctors match with their top choices when positions are scarce? We provide one possible explanation. We show that the patterns in the NRMP data may be an artifact of the interview process that precedes the match. Our study highlights the importance of understanding market interactions occurring before and after a matching clearinghouse. It casts doubts on analyses of clearinghouses that take reported preferences at face value.",https://www.aeaweb.org/articles?id=10.1257/aeri.20200800,Federico Echenique,Ruy González,Alistair J. Wilson,Leeat Yariv,,,,,,,,,,,,,,,,,C78,I11,I18,J44,,,,,,,,,,,,,,,,
A Global Version of Samuelson's Dictum,"VOL. 4, NO. 2, JUNE 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"Samuelson's Dictum refers to the conjecture that there is more informational inefficiency at the aggregate stock market level than at the individual stock level. Our paper recasts it in a global setup: there should be more informational inefficiency at the global level than at the country level. We find that sovereign CDS spreads can predict future stock market index returns, GDP, and PMI of their underlying countries. Consistent with the global version of Samuelson's Dictum, the predictive power for both stock returns and macro variables is almost entirely from the global, rather than country-specific, information from the sovereign CDS market.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210186,Yaqing Xiao,Hongjun Yan,Jinfan Zhang,,,,,,,,,,,,,,,,,,G12,G14,G17,,,,,,,,,,,,,,,,,
The Commitment Benefit of Consols in Government Debt Management,"VOL. 4, NO. 2, JUNE 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We consider optimal government debt maturity in a deterministic economy in which the government can issue any arbitrary debt maturity structure and in which bond prices are a function of the government's current and future primary surpluses. The government sequentially chooses policy, taking into account how current choices—which impact future policy—feed back into current bond prices. We show that issuing consols constitutes the unique stationary optimal debt portfolio, as it boosts government credibility to future policy and reduces the debt financing costs.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210341,Davide Debortoli,Ricardo Nunes,Pierre Yared,,,,,,,,,,,,,,,,,,E62,G12,H61,H63,,,,,,,,,,,,,,,,
Gotta Have Money to Make Money? Bargaining Behavior and Financial Need of Microentrepreneurs,"VOL. 4, NO. 1, MARCH 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"Bargaining over real prices with microenterprise owners in Ghana, we show that sellers with less per capita household liquidity agree to lower sale prices. This relationship is robust across firms and within firms over time, even after controlling for a plethora of time-varying observables. A computerized bargaining experiment, with randomized initial payout sizes, corroborates the real-bargaining findings. This pattern can be explained by an application of classical bargaining theory that includes endowments and utility functions with decreasing absolute risk aversion. The potential poverty-multiplying implications of pricing behavior is a key frontier in understanding barriers to the profitability of microenterprises.",https://www.aeaweb.org/articles?id=10.1257/aeri.20200723,Morgan Hardy,Gisella Kagy,Lena Song,,,,,,,,,,,,,,,,,,D22,G51,L25,L26,O12,O14,,,,,,,,,,,,,,
Centralized Matching with Incomplete Information,"VOL. 4, NO. 1, MARCH 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,We study the impacts of incomplete information on centralized one-to-one matching markets. We focus on the commonly used Deferred Acceptance mechanism (Gale and Shapley 1962). We show that many complete-information results are fragile to a small infusion of uncertainty about others' preferences.,https://www.aeaweb.org/articles?id=10.1257/aeri.20210123,Marcelo Ariel Fernandez,Kirill Rudov,Leeat Yariv,,,,,,,,,,,,,,,,,,C78,D11,D21,D47,,,,,,,,,,,,,,,,
Risk Exposure and Acquisition of Macroeconomic Information,"VOL. 4, NO. 1, MARCH 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We conduct an experiment with a representative sample from the United States to study households' demand for macroeconomic information. Respondents who learn of a higher personal exposure to unemployment risk during recessions increase their demand for an expert forecast about the likelihood of a recession. This finding is consistent with macroeconomic models of endogenous information acquisition, according to which the demand for information depends on its expected benefits. Moreover, respondents' updating about their personal unemployment risk suggests that households are imperfectly informed about their exposure to aggregate fluctuations, which may distort their beliefs about the benefits of acquiring macroeconomic information.",https://www.aeaweb.org/articles?id=10.1257/aeri.20200662,Christopher Roth,Sonja Settele,Johannes Wohlfart,,,,,,,,,,,,,,,,,,D12,D83,E24,E32,G01,J64,,,,,,,,,,,,,,
Can Technology Solve the Principal-Agent Problem? Evidence from China's War on Air Pollution,"VOL. 4, NO. 1, MARCH 2022",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We examine the introduction of automatic air pollution monitoring to counter suspected tampering at the local level, a central feature of China's ""war on pollution."" Exploiting 654 regression discontinuity designs based on city-level variation in the day that monitoring was automated, we find an immediate and lasting increase of 35 percent in reported PM10 concentrations post-automation. Moreover, automation's introduction increased online searches for face masks and air filters, which are strong predictors of purchases. Overall, our findings suggest that the biased and imperfect information prior to automation led to suboptimal investments in defensive measures, plausibly imposing meaningful welfare costs.",https://www.aeaweb.org/articles?id=10.1257/aeri.20200373,Michael Greenstone,Guojun He,Ruixue Jia,Tong Liu,,,,,,,,,,,,,,,,,D82,O13,P28,Q53,Q55,Q58,,,,,,,,,,,,,,
