Title,Issue,Journal,Abstract,Link,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,Author18,Author19,Author20,JEL1,JEL2,JEL3,JEL4,JEL5,JEL6,JEL7,JEL8,JEL9,JEL10,JEL11,JEL12,JEL13,JEL14,JEL15,JEL16,JEL17,JEL18,JEL19,JEL20
Reporting Sexual Misconduct in the #MeToo Era,"VOL. 14, NO. 4, NOVEMBER 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We model the reporting of sexual misconduct. Individuals underreport misconduct due to strategic uncertainty over whether others will report and corroborate a pattern of behavior. Underreporting occurs if and only if misconduct is widespread. Making sanctions more responsive to reports, raising public awareness of misconduct, implementing confidential holding tanks, and appropriately calibrating damage awards can encourage reporting. However, we also show when such policies are ineffective or backfire. Managers may avoid mentoring subordinates, spilling over into reporting. A holding tank may discourage reporting by raising the bar to access reports. Overall, we highlight several unintended and intended consequences of #MeToo.",https://www.aeaweb.org/articles?id=10.1257/mic.20200218,Ing-Haw Cheng,Alice Hsiaw,,,,,,,,,,,,,,,,,,,D82,D83,J16,K13,K42,M14,M54,,,,,,,,,,,,,
Coordination and Organization Design: Theory and Micro-Evidence,"VOL. 14, NO. 4, NOVEMBER 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We explore the relationship between the volatility of a firm's local environment and its organizational structure. Using micro-level data on managers working for a large retailer, we empirically test and provide support for our theory that a more volatile local environment results in more decentralization only when the need for coordination among subunits is low. In contrast, more local volatility is associated with more centralization when coordination needs are high. Our evidence supports the argument that centralized organizations are better at adapting to local shocks when coordination is important.",https://www.aeaweb.org/articles?id=10.1257/mic.20200307,Wouter Dessein,Desmond (Ho-Fu) Lo,Chieko Minami,,,,,,,,,,,,,,,,,,D22,L23,L81,M11,M54,,,,,,,,,,,,,,,
Term Limits and Bargaining Power in Electoral Competition,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"I study a dynamic model of electoral competition between candidates with heterogeneous valence. When the candidates' and voters' policy preferences differ, the winner extracts rents, limited only by the voters' threat of electing the weaker candidate. This threat becomes more costly to the voters when the relevant time horizon is longer. Thus, term limits can increase the voters' bargaining power and their welfare. Term limits are even more important for curbing rent extraction if entry is strategic, as in that case strong incumbents face weaker competition. The paper also compares the welfare properties of seniority caps and stochastic term limits.",https://www.aeaweb.org/articles?id=10.1257/mic.20180033,Germán Gieczewski,,,,,,,,,,,,,,,,,,,,C78,D72,,,,,,,,,,,,,,,,,,
Political Competition with Endogenous Party Formation and Citizen Activists,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"This paper studies the effects of endogenous party formation on political platforms. It develops a model in which parties allow like-minded citizens to, first, share the cost of running in a public election and, second, coordinate on a policy platform. The paper characterizes the set of political equilibria with two competing parties and with one uncontested party. In two-party equilibria, the distance between both platforms is always positive but limited, in contrast to the median voter model and the citizen candidate model. In one-party equilibria, the median voter can be worse off than in all equilibria with two competing parties.",https://www.aeaweb.org/articles?id=10.1257/mic.20200041,Emanuel Hansen,,,,,,,,,,,,,,,,,,,,D71,D72,,,,,,,,,,,,,,,,,,
"Adviser Compensation, Endogenous Entry, and the Advice Gap","VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"To prevent biased advice, regulators increasingly ban commission payments to financial advisers. Such bans are associated with ""advice gaps,"" meaning that advice becomes less accessible. To understand the trade-off between the quality and accessibility of advice, this paper develops a model of price competition in advice markets with endogenous entry of advisers. While commission bans increase consumer surplus in the short run, they hurt the profitability of advisers. In the long run, advisers exit the market, advice becomes inaccessible, and consumer surplus decreases. These results imply that accounting for the endogeneity of market structure is important when regulating advice.",https://www.aeaweb.org/articles?id=10.1257/mic.20200074,Jurre H. Thiel,,,,,,,,,,,,,,,,,,,,D82,J33,L51,L84,L88,M52,,,,,,,,,,,,,,
Class Actions and Private Antitrust Litigation,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"When firms collude and charge supracompetitive prices, consumers can bring antitrust lawsuits against the firms. When the litigation cost is low, firms accept the cost as just another cost of doing business, whereas when the cost is high, the firms lower the price to deter litigation. Class action is modeled as a mechanism that allows plaintiffs and attorneys to obtain economies of scale. We show that class actions, and the firms' incentive to block them, may or may not be socially desirable. Agency problems, settlement, fee-shifting, treble damages, public enforcement, and sustaining collusion through repeat play are also considered.",https://www.aeaweb.org/articles?id=10.1257/mic.20200059,Albert H. Choi,Kathryn E. Spier,,,,,,,,,,,,,,,,,,,D21,D24,D82,K15,K21,K41,L40,,,,,,,,,,,,,
Contract Duration and the Costs of Market Transactions,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"The optimal duration of a supply contract balances the costs of re-selecting a supplier against the costs of being matched to an inefficient supplier when the contract lasts too long. I develop a structural model of contract duration that captures this trade-off and provide an empirical strategy for quantifying (unobserved) transaction costs. I estimate the model using federal supply contracts for a standardized product, where suppliers are selected by procurement auctions. The estimated transaction costs are substantially greater than consumer switching costs and a significant portion of total buyer costs. Counterfactuals illustrate the importance of accounting for the duration margin.",https://www.aeaweb.org/articles?id=10.1257/mic.20200128,Alexander MacKa,,,,,,,,,,,,,,,,,,,,D22,D23,D44,D86,H57,L14,,,,,,,,,,,,,,
Platform Governance,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"Platforms that intermediate trades—such as Amazon, Airbnb, and eBay—play a regulatory role in deciding how to govern the marketplaces they create. We propose a framework to analyze a platform's nonprice governance design and its incentive to act in a welfare-enhancing manner. We show that the platform's governance design can be distorted toward inducing insufficient or excessive seller competition, depending on the nature of the fee instrument employed by the platform. These results are illustrated with micro-founded applications to a platform's control over seller entry, information provision and recommendations, quality standards, and search-design choices.",https://www.aeaweb.org/articles?id=10.1257/mic.20190307,Tat-How Teh,,,,,,,,,,,,,,,,,,,,D21,D83,L15,L23,L81,M37,,,,,,,,,,,,,,
A Theory of Crime and Vigilance,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"This paper develops a theory of crime in which potential victims elect their vigilance levels. When vigilance expenses are greater than expected property losses, an increase in penalties raises crime, namely, a criminal Laffer curve emerges. This curve is higher and peaks earlier when victims face higher costs. Thus, the government may wish to subsidize vigilance rather than increase penalties. Indeed, an increase in penalties may shift the vigilance levels further away from their socially optimal ones. Finally, the crime rate first rises and then falls in the property value at stake, which is consistent with the empirical evidence.",https://www.aeaweb.org/articles?id=10.1257/mic.20190339,Jorge Vásquez,,,,,,,,,,,,,,,,,,,,D91,H76,K42,,,,,,,,,,,,,,,,,
Trust and Promises over Time,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"Using a large-scale hybrid laboratory and online trust experiment with and without preplay communication, we investigate how the passage of time affects trust. Communication (predominantly through promises) raises cooperation, trust, and trustworthiness by about 50 percent. This result holds even when three weeks pass between the time of the trustee's message/the trustor's decision to trust and the time of the trustee's contribution choice and even when this contribution choice is made outside of the lab. Delay between the beginning of the interaction and the time to reciprocate neither substantially alters trust or trustworthiness nor affects how subjects communicate.",https://www.aeaweb.org/articles?id=10.1257/mic.20200049,Florian Ederer,Frédéric Schneider,,,,,,,,,,,,,,,,,,,C91,D83,D91,Z13,,,,,,,,,,,,,,,,
Strategic Teaching and Learning in Games,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We show there is no uncoupled learning heuristic leading to Nash equilibrium in all finite games that a player has an incentive to adopt, that would be evolutionary stable, or that could ""learn itself."" Rather, a player has an incentive to strategically teach a learning opponent to secure at least the Stackelberg leader payoff. This observation holds even when we restrict to generic games, two-player games, potential games, games with strategic complements, or 2 x 2 games, in which learning is known to be ""nice."" It also applies to uncoupled learning heuristics leading to correlated equilibria, rationalizability, iterated admissibility, or minimal CURB sets.",https://www.aeaweb.org/articles?id=10.1257/mic.20170139,Burkhard C. Schipper,,,,,,,,,,,,,,,,,,,,C73,D83,,,,,,,,,,,,,,,,,,
Learning in Games and the Interpretation of Natural Experiments,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We show that the treatment effect estimated by standard methods such as regression discontinuity analysis or difference-in-differences may contain a transient ""learning effect"" that is entangled with the long-term effect of the treatment. This learning effect occurs when the variable of interest is the agents' efforts, when treatment and control correspond to success or failure: success or failure gives agents information about how much their effort matters, and consequently changes the amount of effort they provide after treatment. We examine the impact of the learning effect and when it is likely to be substantial.",https://www.aeaweb.org/articles?id=10.1257/mic.20200106,Drew Fudenberg,David K. Levine,,,,,,,,,,,,,,,,,,,C13,C21,D72,D74,D83,I20,,,,,,,,,,,,,,
The Focal Luce Model,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We introduce the Focal Luce Model (FLM), a random choice model that generalizes Luce's (1959) model (multinomial logit) to account for menu-dependent focality of alternatives. In the FLM, focal alternatives are relatively more likely to be chosen even after taking utilities into account. The FLM captures a variety of bounded rationality models while behaviorally distinguishing between what is focal and the magnitude of the bias from focality. We show how to identify utilities, focal sets, and bias terms from choice frequencies; behaviorally characterize the FLM by weakening Luce's (1959) independence from irrelevant alternatives; and apply our model to choice data and games.",https://www.aeaweb.org/articles?id=10.1257/mic.20200111,Matthew Kovach,Gerelt Tserenjigmid,,,,,,,,,,,,,,,,,,,C70,D11,D91,,,,,,,,,,,,,,,,,
Waiting to Choose: The Role of Deliberation in Intertemporal Choice,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We study the impact of deliberation on intertemporal choices. Using multiple experiments, including a field study in the Democratic Republic of the Congo, we show that the introduction of waiting periods—a policy that temporally separates information about choices from choices themselves—causes substantially less myopic decisions. These results cannot be captured by models of exponential discounting nor present bias. Comparing the effects of waiting periods to making planned choices over future time periods, the former has a larger impact on reducing myopia. Our results highlight the role of deliberation in decision-making and have implications for policy and intervention design.",https://www.aeaweb.org/articles?id=10.1257/mic.20180233,Alex Imas,Michael A. Kuhn,Vera Mironova,,,,,,,,,,,,,,,,,,C93,D12,D83,D91,O12,,,,,,,,,,,,,,,
"Acquisition, Aggregation, and Sharing of Information in Sequential-Move Aggregative Games","VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We study quadratic payoff common-value sequential-move aggregative games with signaling. Applications include Stackelberg quantity-setting, public good contribution, common resource, gas emission, and manufacturer-retailer games. Whereas efficient aggregation of information occurs in large Stackelberg markets, it does not occur in the four remaining large markets. If all agents share their information with their followers, expected welfare increases in the Stackelberg and supply chain games and it decreases in the remaining three games. Finally, we characterize the conditions for payoffs and welfare to increase with more precise private or public information. We also provide robustness checks when the values are private.",https://www.aeaweb.org/articles?id=10.1257/mic.20190059,Eray Cumbul,,,,,,,,,,,,,,,,,,,,C70,D43,D82,D83,H41,Q21,Q54,,,,,,,,,,,,,
Investment and Information Acquisition,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We study the interaction between productive investment and persuasion activities in a principal–agent setting with strategic disclosure. In an attempt to persuade the principal, the agent diverts substantial resources from productive activities to information acquisition for persuasion, even though productive activities are more efficient and raise the chances of success in persuasion. The equilibrium outcomes of simultaneous and sequential allocation procedures are the same, because the value of learning and experimentation through information acquisition is dominated by the value of productive investment. We show that an increase in cost of an investment project leads to a lower productive investment.",https://www.aeaweb.org/articles?id=10.1257/mic.20200115,Dimitri Migrow,Sergei Severinov,,,,,,,,,,,,,,,,,,,D21,D82,D83,D86,G31,,,,,,,,,,,,,,,
Attention Oligopoly,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We model digital platforms as attention brokers that have proprietary information about their users' product preferences and sell targeted ad space to retail product industries. Retail producers—incumbents or entrants—compete for access to this attention bottleneck. We discuss when increased concentration among attention brokers results in a tightening of the attention bottleneck, leading to higher ad prices, fewer ads being sold to entrants, and lower consumer welfare in the product industries. The welfare effect is characterized in terms of patterns of individual usage across platforms. A merger assessment that relies on aggregate platform usage alone can be highly biased.",https://www.aeaweb.org/articles?id=10.1257/mic.20200134,Andrea Prat,Tommaso Valletti,,,,,,,,,,,,,,,,,,,D43,D83,G34,L81,L86,M37,,,,,,,,,,,,,,
Searching Forever After,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We study a model of two-sided search in which agents' strategic reasoning is coarse. In equilibrium, the most desirable agents behave as if they were fully rational, while for all other agents, coarse reasoning results in overoptimism with regard to their prospects in the market. Consequently, they search longer than is optimal. Moreover, agents with intermediate match values may search indefinitely while all other agents eventually marry. We show that the share of eternal singles converges monotonically to one as search frictions vanish. Thus, improvements in search technology may backfire and even lead to market failure.",https://www.aeaweb.org/articles?id=10.1257/mic.20200020,Yair Antler,Benjamin Bachi,,,,,,,,,,,,,,,,,,,C78,D11,D83,J12,,,,,,,,,,,,,,,,
Experience Goods and Consumer Search,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We introduce a search model where products differ in horizontal attributes and unobserved quality (""experience goods""), and firms can establish quality reputation. We show that the inability of consumers to observe quality before purchase significantly changes how search frictions affect market performance. In equilibrium, higher search costs reduce match values and increase price but can boost firms' investment in product quality. Under plausible conditions, both consumer and total welfare initially increase in search cost, whereas both would monotonically decrease if quality were observable from search. We apply the analysis to online markets, where low search costs coexist with low-quality products.",https://www.aeaweb.org/articles?id=10.1257/mic.20200070,Yongmin Chen,Zhuozheng Li,Tianle Zhang,,,,,,,,,,,,,,,,,,D11,D21,D83,L15,,,,,,,,,,,,,,,,
Competitive Information Disclosure to an Auctioneer,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We analyze how voluntary disclosure of information by bidders affects the outcome of optimally designed auctions. In a single-object auction environment, we assume that before the revenue-maximizing auctioneer designs the auction, bidders noncooperatively choose signal structures that disclose information about their valuations. We show that an equilibrium exists in this two-stage game and that in every equilibrium the object is sold with probability one. Our main result concerns the consequences of information disclosure for the auctioneer's revenue. If in the benchmark without disclosure the object remains unsold with positive probability, then disclosure yields strictly higher revenue in every equilibrium.",https://www.aeaweb.org/articles?id=10.1257/mic.20200027,Stefan Terstiege,Cédric Wasser,,,,,,,,,,,,,,,,,,,D44,D82,D83,,,,,,,,,,,,,,,,,
Dynamic Competition and Arbitrage in Electricity Markets: The Role of Financial Players,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"I study the effects of financial players who trade alongside physical buyers and sellers in electricity markets. Using detailed firm-level data, I examine physical and financial firms' responses to regulation that exogenously increased financial trading. I show that the effect of speculators on generators' market power depends on the kind of equilibrium they are in. I develop a test of the null of static Nash equilibrium and reject it. To implement the test, I present a new method to define markets using machine-learning tools. I find that increased financial trading reduced generators' market power and increased consumer surplus.",https://www.aeaweb.org/articles?id=10.1257/mic.20190276,Ignacia Mercadal,,,,,,,,,,,,,,,,,,,,C45,D83,G13,L13,L94,L98,Q41,,,,,,,,,,,,,
Production Clustering and Offshoring,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"I introduce a model of international production that allows the production chain to be of any length or number of sourcing countries and in which the production process does not have to be perfectly sequential. The presence of trade costs in this model makes firms cluster their production geographically, while trade liberalization allows firms to fragment their production more. Clustering patterns depend on the characteristics of the production structure, with stronger clustering associated with longer and less connected structures. Clustering intensity in upstream stages of production is generally higher and less affected by exogenous changes in production structure.",https://www.aeaweb.org/articles?id=10.1257/mic.20190232,Vladimir Tyazhelnikov,,,,,,,,,,,,,,,,,,,,D21,F12,F14,F23,L14,L23,L24,,,,,,,,,,,,,
Trade and Urbanization: Evidence from Hungary,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"I study how trade affects urbanization and real income. To this end, I exploit large-scale exogenous changes in trade stemming from the redrawing of Hungary's borders after the First World War. I show that urbanization in counties near the new border decreased significantly relative to counties farther away. I rationalize this reduced-form finding in a spatial model in which benefits from trading drive agglomeration around locations where trading activity takes place. Structurally estimating the model, I find a 15.55 percent decrease in Hungarian residents' average real income after the redrawing of borders, with the largest losses concentrated in border regions.",https://www.aeaweb.org/articles?id=10.1257/mic.20180270,Dávid Krisztián Nag,,,,,,,,,,,,,,,,,,,,F11,F14,N34,N74,N94,R12,,,,,,,,,,,,,,
Substitution Effects in Intertemporal Problems,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We consider a broad class of intertemporal economic problems and characterize the short-run and long-run responses of the demand for a good to a permanent increase in its market price. Depending on the interplay between self-productivity and time discounting, we show that dynamic substitution effects can generate price elasticities of opposite signs in the short run and in the long run.",https://www.aeaweb.org/articles?id=10.1257/mic.20200121,Davide Dragone,Paolo Vanin,,,,,,,,,,,,,,,,,,,D11,D15,H20,J22,J24,,,,,,,,,,,,,,,
Fairness through the Lens of Cooperative Game Theory: An Experimental Approach,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We experimentally investigate how impartial observers allocate money to agents whose complementarity and substitutability determine the surplus that each group can achieve. Analyzing the data through the lens of axioms and solutions from cooperative game theory, a one-parameter model (mixing equal split and Shapley value) arises as a parsimonious description of the data.",https://www.aeaweb.org/articles?id=10.1257/mic.20200015,Geoffroy de Clippel,Kareen Rozen,,,,,,,,,,,,,,,,,,,C71,C91,D12,D63,,,,,,,,,,,,,,,,
"Belief Elicitation When More than Money Matters: Controlling for ""Control""","VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"Elicitation mechanisms typically presume only money enters utility functions. However, nonmonetary objectives are confounders. In particular, psychologists argue people favor bets where ability is involved over equivalent random bets—a preference for control. Our new elicitation method mitigates control objectives and determines that under the widely used matching probabilities method, subjects report beliefs 18 percent higher than their true beliefs to increase control. Nonmonetary objectives account for 68 percent of what would normally be measured as overconfidence. We also find that control is only a desire to bet on doing well; betting on doing badly is perceived as a negative.",https://www.aeaweb.org/articles?id=10.1257/mic.20200017,Jean-Pierre Benoît,Juan Dubra,Giorgia Romagnoli,,,,,,,,,,,,,,,,,,C91,D11,D82,D83,D91,,,,,,,,,,,,,,,
Stability of Experimental Results: Forecasts and Evidence,"VOL. 14, NO. 3, AUGUST 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"How robust are experimental results to changes in design? And can researchers anticipate which changes matter most? We consider a real-effort task with multiple behavioral treatments and examine the stability along six dimensions: (i) pure replication, (ii) demographics, (iii) geography and culture, (iv) the task, (v) the output measure, and (vi) the presence of a consent form. We find near-perfect replication of the experimental results and full stability of the results across demographics, significantly higher than a group of experts expected. The results differ instead across task and output change, mostly because the task change adds noise to the findings.",https://www.aeaweb.org/articles?id=10.1257/mic.20200129,Stefano DellaVigna,Devin Pope,,,,,,,,,,,,,,,,,,,C90,D82,D91,,,,,,,,,,,,,,,,,
Tractable Model of Dynamic Many-to-Many Matching,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We develop a tractable, dynamic, and strategic model of many-to-many matching with payoff externalities across links. The joint dynamic surplus or certain second properties of individual utilities, like pay-off externalities, can typically be identified. We characterize a class of interior equilibria as solutions to an optimization problem with an objective function that consists of welfare minus an inefficiency loss term. In equilibrium, too few matches are formed. We compare transferable and nontransferable versions of the model; the equilibria of the two versions are equivalent up to a rescaling of parameters. We describe the asymptotic limits of disappearing frictions.",https://www.aeaweb.org/articles?id=10.1257/mic.20190296,Marcin Pęski,,,,,,,,,,,,,,,,,,,,C78,D62,D83,J64,,,,,,,,,,,,,,,,
A Reputational Theory of Firm Dynamics,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We study the life cycle of a firm that produces a good of unknown quality. The firm manages its quality by investing while consumers learn via public breakthroughs; if the firm fails to generate such breakthroughs, its revenue falls and it eventually exits. Optimal investment depends on the firm's reputation (the market's belief about its quality) and self-esteem (the firm's own belief about its quality), and is single-peaked in the time since a breakthrough. We derive predictions about the distribution of revenue and propose a method to decompose the impact of policy changes into investment and selection effects.",https://www.aeaweb.org/articles?id=10.1257/mic.20190376,Simon Board,Moritz Meyer-ter-Vehn,,,,,,,,,,,,,,,,,,,D11,D21,D25,D83,G31,L15,,,,,,,,,,,,,,
Start-up Search Costs,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"Workhorse economic models used for studying the market impacts of search frictions assume constant search costs: individuals pay the same cost to obtain price information each time they search. This paper provides evidence on a new form of search costs: start-up costs. Exploiting a natural experiment in retail gasoline, we document how a temporary, large exogenous shock to consumers' search incentives leads to a substantial, permanent increase in price search. A standard search model fails to explain such history dependence in search, while it follows directly from a model with a one-time up-front cost to start searching.",https://www.aeaweb.org/articles?id=10.1257/mic.20190279,David P. Byrne,Nicolas de Roos,,,,,,,,,,,,,,,,,,,D83,L13,L81,,,,,,,,,,,,,,,,,
Preference Conditions for Invertible Demand Functions,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"It is frequently assumed in several domains of economics that demand functions are invertible in prices. At the primitive level of preferences, however, the corresponding characterization has remained elusive. We identify necessary and sufficient conditions on a utility-maximizing consumer's preferences for her demand function to be continuous and invertible: strict convexity, strict monotonicity, and differentiability in the sense of Rubinstein (2006). We further show that Rubinstein differentiability is equivalent to the indifference sets being smooth, which is weaker than Debreu's (1972) notion of preference smoothness. We finally discuss implications of our analysis for demand functions that satisfy the ""strict law of demand.""",https://www.aeaweb.org/articles?id=10.1257/mic.20190262,Theodoros M. Diasakos,Georgios Gerasimou,,,,,,,,,,,,,,,,,,,D01,D11,,,,,,,,,,,,,,,,,,
Group Hug: Platform Competition with User Groups,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We consider platform competition for small users and a user group. One platform enjoys a quality advantage and the other benefits from favorable beliefs. We study whether the group mitigates the users' coordination problem⁠—i.e., joining a low-quality platform because they believe that other users would do the same. We find that a group that can facilitate coordination on the high-quality platform may choose to maintain the dominance of the low-quality one. Users' utility is non-monotonic in the proportion of the group. Finally, we highlight factors that motivate the group to help the high-quality platform to win the market.",https://www.aeaweb.org/articles?id=10.1257/mic.20190372,Sarit Markovich,Yaron Yehezkel,,,,,,,,,,,,,,,,,,,D85,L14,,,,,,,,,,,,,,,,,,
Friend-Based Ranking,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We analyze the design of a mechanism to extract a ranking of individuals according to a unidimensional characteristic, such as ability or need. Individuals, connected on a social network, only have local information about the ranking. We show that a planner can construct an ex post incentive compatible and efficient mechanism if and only if every pair of friends has a friend in common. We characterize the windmill network as the sparsest social network for which the planner can always construct a complete ranking.",https://www.aeaweb.org/articles?id=10.1257/mic.20190333,Francis Bloch,Matthew Olckers,,,,,,,,,,,,,,,,,,,D11,D82,D83,D85,O12,Z13,,,,,,,,,,,,,,
An Index of Competitiveness and Cooperativeness for Normal-Form Games,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We develop an index of competitiveness and cooperativeness that is based on the primitives of a normal-form game, i.e., players, strategies and payoffs. The index relies on the unique decomposition of a given game into a zero-sum game and a common interest game. The index decreases in the distance to its zero-sum part and increases in the distance to its common interest part. The comparative statics of our index coincide with economic intuition. The index also supports experimental findings in well-known classes of games in the sense that more cooperative and less competitive behavior correlates with lower values of the index.",https://www.aeaweb.org/articles?id=10.1257/mic.20190386,Thomas Demuynck,Christian Seel,Giang Tran,,,,,,,,,,,,,,,,,,C71,C72,,,,,,,,,,,,,,,,,,
Optimal Nonlinear Pricing by a Dominant Firm under Competition,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We consider a nonlinear pricing problem faced by a dominant firm competing with a minor firm. The dominant firm offers a general tariff first, and then the minor firm responds with a per-unit price, followed by a buyer choosing her purchases. By developing a mechanism-design approach to solve the subgame perfect equilibrium, we characterize the dominant firm's optimal nonlinear tariff, which exhibits convexity and yet can display quantity discounts. In equilibrium the dominant firm uses a continuum of unchosen offers to constrain its rival's potential deviations and extract more surplus from the buyer. Antitrust implications are also discussed.",https://www.aeaweb.org/articles?id=10.1257/mic.20190337,Yong Chao,Guofu Tan,Adam Chi Leung Wong,,,,,,,,,,,,,,,,,,D21,D43,D82,K21,L13,L42,,,,,,,,,,,,,,
Intermediation and Steering: Competition in Prices and Commissions,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We explore the implications of steering by an informed profit-maximizing intermediary. The intermediary steers consumers by recommending firms, taking into account both the commissions firms offer and the prices they set. Such steering results in higher commissions and consumer prices, so that consumers only benefit from intermediation when their search cost is sufficiently high. Steering reverses the normal relationship between competition and price, with prices increasing in the number of competing firms. We use the framework to study various policies including commission caps (absolute or relative), commission disclosure, promoting information provision, and penalties for inappropriate advice.",https://www.aeaweb.org/articles?id=10.1257/mic.20190344,Tat-How Teh,Julian Wright,,,,,,,,,,,,,,,,,,,D11,D12,D82,D83,,,,,,,,,,,,,,,,
Second-Degree Price Discrimination by a Two-Sided Monopoly Platform,"VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"We study second-degree price discrimination by a two-sided monopoly platform. The incentive constraints of the agents on the value creation side may be in conflict with internalizing externalities on the value capture side, which may render pooling optimal. Even without such conflict between the two sides, pooling may be optimal due to type-dependent Spence effects when the preferences of the marginal agents diverge from those of the average agents on the value capture side. We perform a welfare analysis of price discrimination and show that prohibiting price discrimination improves welfare when there is a strong conflict between the two sides.",https://www.aeaweb.org/articles?id=10.1257/mic.20190369,Doh-Shin Jeon,Byung-Cheol Kim,Domenico Menicucci,,,,,,,,,,,,,,,,,,D42,D62,D82,L12,L82,,,,,,,,,,,,,,,
"Heterogeneous Impacts of Cost Shocks, Strategic Bidding, and Pass-Through: Evidence from the New England Electricity Market","VOL. 14, NO. 2, MAY 2022",AMERICAN ECONOMIC JOURNAL: MICROECONOMICS,"Industry-wide shocks can have heterogeneous impacts on firms' costs due to different firm characteristics. The heterogeneity of these impacts is crucial for understanding the pass-through of the shock because of its implications for strategic competition. In the context of the gas price shock in the electricity market, I develop a method to identify the heterogeneous impacts of the shock and show, with a structural analysis, that the heterogeneous feature of the shock induces markup adjustments in firms. Pass-through that is estimated without incorporating the existing heterogeneous impacts fails to reflect the change in competition arising from the shock and is, on average, underestimated.",https://www.aeaweb.org/articles?id=10.1257/mic.20190367,Harim Kim,,,,,,,,,,,,,,,,,,,,D24,L11,L94,L95,L98,Q35,,,,,,,,,,,,,,
